GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Carlos Lopez-Sos,DE,26,38,567,15.6,0.646,0.007,0.448,9.1,17.5,13.3,10.8,1.1,2.7,21.5,16.2,,0.8,0.6,1.4,0.115,,,,,
Jordan Loy,FO,23,49,1391,17.6,0.557,0.333,0.334,4.1,12.6,8.3,21.4,1.6,0.8,11.2,22.8,,3.2,0.9,4.1,0.142,,,,,
Kalin Luca,ER,27,34,1071,19.2,0.565,0.214,0.340,1.7,11.9,6.8,27.5,1.5,0.2,12.4,26.0,,2.0,0.7,2.7,0.121,,,,,
Kalin Luca,TOT,27,48,1497,18.8,0.557,0.261,0.325,1.9,11.8,6.8,27.6,1.5,0.1,12.2,25.6,,2.7,1.0,3.7,0.118,,,,,
Kalin Luca,IO,27,14,426,17.7,0.537,0.379,0.287,2.2,11.3,6.7,27.7,1.7,0.0,11.7,24.7,,0.7,0.3,1.0,0.110,,,,,
Timothe Luwaw,DE,21,3,81,11.1,0.554,0.250,0.375,0.0,15.8,8.0,13.7,3.0,1.0,22.2,18.6,,0.0,0.1,0.1,0.047,,,,,
Michael Lyon,ER,26,41,831,8.8,0.501,0.573,0.156,4.6,8.2,6.4,6.4,2.0,0.4,7.8,12.1,,0.4,0.6,1.0,0.057,,,,,
Josh Magett,LO,27,50,1767,16.7,0.535,0.472,0.244,1.8,11.3,6.6,36.8,2.0,0.1,15.1,20.3,,3.5,1.0,4.5,0.122,,,,,
Renaldo Majo,RE,34,29,526,9.4,0.571,0.552,0.552,2.3,8.3,5.3,4.1,1.8,1.8,8.4,11.5,,0.5,0.4,0.9,0.084,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Kendall Marshal,RE,25,21,760,16.0,0.555,0.237,0.333,1.4,10.1,5.7,37.2,1.6,0.1,19.2,19.7,,1.0,0.4,1.5,0.092,,,,,
Cartier Marti,IO,32,25,654,10.0,0.491,0.476,0.204,2.2,13.1,7.7,8.2,1.8,0.6,13.3,21.9,,-0.5,0.6,0.0,0.003,,,,,
Cartier Marti,WC,32,6,149,16.6,0.595,0.414,0.397,1.4,10.8,6.1,15.5,1.3,0.5,11.7,22.0,,0.3,0.1,0.4,0.132,,,,,
Cartier Marti,TOT,32,31,803,11.2,0.511,0.465,0.239,2.1,12.7,7.4,9.6,1.7,0.6,13.0,21.9,,-0.2,0.7,0.4,0.027,,,,,
Jarell Marti,IO,22,22,619,15.5,0.501,0.132,0.340,8.6,19.4,14.0,6.9,1.2,3.2,12.3,27.2,,-0.1,0.7,0.6,0.046,,,,,
Bruce Masse,TOT,26,19,210,14.8,0.574,0.179,0.299,6.9,11.8,9.3,13.8,1.6,0.4,13.7,17.9,,0.3,0.1,0.5,0.103,,,,,
Bruce Masse,GR,26,17,181,16.4,0.584,0.207,0.310,6.2,13.0,9.5,13.5,1.6,0.5,8.3,16.9,,0.4,0.1,0.5,0.143,,,,,
Bruce Masse,ER,26,2,29,5.1,0.506,0.000,0.222,11.3,3.9,7.6,15.9,1.7,0.0,37.8,23.9,,-0.1,0.0,-0.1,-0.147,,,,,
DeAndre Mathie,IO,24,7,77,15.8,0.688,0.278,0.389,1.4,10.9,6.1,20.2,5.0,0.0,24.9,15.5,,0.1,0.1,0.2,0.136,,,,,
Greg May,NA,24,5,21,27.9,0.651,0.000,0.444,19.5,10.7,15.3,0.0,2.3,0.0,8.5,23.5,,0.1,0.0,0.1,0.276,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Ray McCallu,GR,25,43,1587,18.6,0.520,0.183,0.293,3.4,13.3,8.2,29.5,2.9,0.7,13.8,22.6,,2.1,1.7,3.8,0.114,,,,,
Demetri McCame,AU,27,41,698,7.9,0.449,0.472,0.217,1.0,10.4,6.0,17.5,1.3,0.1,14.6,19.0,,-0.5,0.5,0.0,-0.003,,,,,
Patrick McCa,SA,21,2,71,8.4,0.436,0.385,0.231,0.0,10.9,5.7,18.0,1.3,2.2,14.9,19.8,,-0.1,0.1,0.0,-0.010,,,,,
Sheldon McClella,DE,24,6,153,16.3,0.622,0.250,0.650,3.6,11.1,7.4,8.4,2.8,0.5,13.5,16.3,,0.3,0.2,0.4,0.131,,,,,
Chris McCulloug,LI,21,31,982,15.7,0.518,0.203,0.356,7.2,19.0,12.8,9.3,1.9,1.8,12.6,25.4,,0.2,1.1,1.3,0.064,,,,,
Chris McCulloug,TOT,21,43,1267,15.6,0.524,0.238,0.339,7.0,18.8,12.6,8.6,1.8,2.2,12.3,24.2,,0.4,1.5,2.0,0.075,,,,,
Chris McCulloug,NA,21,12,285,15.0,0.549,0.393,0.262,6.5,18.2,12.0,6.0,1.4,3.2,11.2,19.8,,0.3,0.4,0.7,0.112,,,,,
Donnie McGrat,LI,32,12,435,8.9,0.497,0.515,0.131,0.2,7.1,3.5,32.5,1.2,0.5,26.6,13.2,,0.0,0.2,0.2,0.025,,,,,
Alfonzo McKinni,WC,24,50,1525,17.0,0.573,0.232,0.297,9.1,23.1,16.0,3.8,0.9,1.3,9.8,20.0,,2.4,1.8,4.2,0.134,,,,,
Mikh McKinne,DE,25,31,601,7.7,0.472,0.344,0.209,1.8,8.3,5.1,17.6,1.2,0.4,18.0,15.2,,-0.2,0.3,0.1,0.009,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Trey McKinney-Jone,FO,26,48,1715,14.9,0.577,0.292,0.371,4.0,11.7,7.8,13.1,1.5,0.2,13.1,19.6,,2.9,0.9,3.9,0.108,,,,,
Jordan Micke,MA,22,12,391,22.9,0.576,0.162,0.207,10.4,18.0,14.4,9.6,1.3,6.3,12.2,27.7,,0.5,0.7,1.2,0.144,,,,,
Joey Mille,WE,24,25,389,2.7,0.408,0.500,0.309,1.7,6.8,4.2,11.6,1.6,0.4,27.3,11.6,,-0.6,0.2,-0.4,-0.054,,,,,
Malcolm Mille,MA,25,22,278,8.0,0.452,0.576,0.167,6.5,15.4,11.2,6.3,1.4,0.3,12.4,12.8,,-0.1,0.3,0.3,0.043,,,,,
Patrick Mille,TE,24,5,159,13.9,0.576,0.145,0.527,2.6,6.7,4.7,17.8,2.1,0.0,20.1,21.7,,0.1,0.0,0.2,0.048,,,,,
Patrick Mille,SF,24,42,1309,17.4,0.562,0.162,0.421,3.1,7.8,5.5,23.9,1.9,1.0,12.1,21.5,,2.4,1.2,3.6,0.133,,,,,
Patrick Mille,TOT,24,47,1468,17.0,0.563,0.160,0.431,3.1,7.7,5.4,23.2,1.9,0.9,13.0,21.5,,2.5,1.3,3.8,0.124,,,,,
Shonn Mille,SW,23,45,703,12.7,0.545,0.194,0.311,7.7,16.8,12.3,4.1,2.2,3.4,12.0,14.2,,0.5,0.7,1.3,0.085,,,,,
Elijah Millsa,NA,29,50,1838,16.9,0.535,0.307,0.450,3.8,19.9,11.5,17.4,2.7,1.1,14.8,24.7,,1.2,3.0,4.2,0.109,,,,,
Akil Mitchel,LI,24,4,115,9.0,0.385,0.238,0.048,8.8,16.3,12.4,13.5,1.2,2.6,14.0,17.5,,-0.2,0.1,-0.1,-0.023,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Egidijus Mockeviciu,LI,24,35,741,15.0,0.518,0.077,0.296,13.6,26.5,19.8,10.6,2.0,3.0,19.6,17.8,,0.1,1.1,1.2,0.077,,,,,
Luis Monter,SF,23,36,880,11.2,0.510,0.530,0.208,3.7,21.9,12.8,10.8,2.0,2.1,16.3,17.1,,-0.2,1.3,1.1,0.059,,,,,
Luis Monter,RE,23,13,300,14.3,0.552,0.383,0.245,4.3,28.8,16.5,16.6,2.1,2.9,20.0,18.3,,0.0,0.5,0.5,0.079,,,,,
Luis Monter,TOT,23,49,1180,12.0,0.520,0.493,0.218,3.9,23.7,13.7,12.2,2.0,2.3,17.2,17.4,,-0.2,1.8,1.6,0.064,,,,,
J.J. Moor,LI,25,46,1219,16.6,0.576,0.294,0.275,5.9,8.1,7.0,7.1,1.6,1.0,7.8,20.8,,2.3,0.8,3.1,0.121,,,,,
Yanick Moreir,RA,25,48,908,17.8,0.521,0.006,0.401,13.1,23.3,18.4,12.1,1.6,2.2,12.0,20.6,,1.4,1.7,3.1,0.164,,,,,
Eric Morelan,CA,25,44,1469,19.1,0.542,0.007,0.416,10.6,30.2,20.3,12.4,2.5,6.7,16.9,17.9,,0.9,3.3,4.2,0.139,,,,,
Darius Morri,RI,26,47,1585,18.8,0.577,0.410,0.393,2.8,11.0,6.9,27.1,1.7,0.1,15.5,24.6,,3.9,0.6,4.5,0.136,,,,,
Boubacar Moungor,OK,22,43,410,6.6,0.476,0.811,0.079,1.4,9.9,5.7,5.2,1.6,0.7,9.0,15.2,,-0.2,0.5,0.4,0.044,,,,,
Xavier Munfor,SW,24,30,1116,13.4,0.526,0.297,0.338,1.6,12.4,7.1,23.2,1.4,0.7,17.0,24.4,,0.0,0.5,0.5,0.022,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Kevin Murph,GR,26,45,1522,18.5,0.591,0.453,0.365,2.5,15.9,9.0,7.3,1.4,0.2,11.7,27.8,,2.6,1.1,3.7,0.115,,,,,
Dejounte Murra,AU,20,15,527,14.5,0.494,0.193,0.275,4.3,20.1,12.7,28.8,2.8,0.3,22.5,28.2,,-0.8,0.8,0.0,0.000,,,,,
Abdel Nade,MA,23,40,1340,18.1,0.568,0.430,0.309,2.5,16.7,9.9,21.2,1.5,1.8,16.3,29.5,,0.9,1.7,2.6,0.093,,,,,
Le'Bryan Nas,RI,24,27,517,9.2,0.492,0.321,0.466,3.6,14.2,9.0,8.1,1.4,1.1,15.9,21.6,,-0.2,0.2,0.0,0.004,,,,,
Maurice Ndou,WE,24,18,507,17.9,0.543,0.139,0.368,7.3,20.2,13.6,6.6,1.9,4.4,12.6,23.4,,0.4,0.7,1.0,0.097,,,,,
Gary Nea,TOT,32,9,255,19.4,0.575,0.290,0.351,1.2,11.1,6.2,10.8,1.9,0.0,7.9,26.9,,0.5,0.1,0.7,0.124,,,,,
Gary Nea,TE,32,2,66,16.0,0.539,0.343,0.257,3.2,6.5,4.8,17.8,1.4,0.0,13.3,27.7,,0.1,0.0,0.1,0.051,,,,,
Gary Nea,WE,32,1,14,1.8,0.515,0.000,0.667,0.0,8.2,4.0,0.0,3.5,0.0,34.0,17.9,,0.0,0.0,0.0,-0.104,,,,,
Gary Nea,RE,32,6,175,22.1,0.590,0.280,0.376,0.6,13.1,6.8,9.0,1.9,0.0,4.4,27.4,,0.5,0.1,0.6,0.170,,,,,
Roberto Nelso,DE,25,3,20,-11.3,0.000,0.750,0.000,0.0,16.0,8.1,17.7,0.0,0.0,42.9,14.7,,-0.1,0.0,-0.1,-0.321,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Raul Net,SL,24,1,34,26.5,0.612,0.364,0.091,3.0,25.9,14.1,59.6,1.5,0.0,0.0,14.5,,0.2,0.0,0.2,0.351,,,,,
Jeff Newberr,GR,24,25,285,8.0,0.414,0.157,0.205,3.2,12.8,7.9,10.7,2.9,0.6,16.6,16.2,,-0.4,0.3,-0.1,-0.022,,,,,
Georges Nian,FO,23,6,198,17.0,0.515,0.314,0.124,6.1,18.5,12.2,16.9,1.7,0.8,11.2,26.7,,0.2,0.2,0.3,0.078,,,,,
Wally Nian,LI,20,5,18,-10.1,0.254,0.143,0.286,5.6,18.4,11.7,0.0,0.0,4.2,27.6,24.3,,-0.1,0.0,-0.1,-0.320,,,,,
E. Victor Nickerso,FO,24,14,131,-0.3,0.297,0.250,0.600,4.2,13.1,8.6,4.7,2.6,0.6,28.3,11.4,,-0.4,0.1,-0.2,-0.087,,,,,
David Nwab,LO,24,40,1150,21.4,0.660,0.048,0.466,9.8,15.1,12.5,5.4,2.2,3.3,6.6,16.3,,3.8,1.2,4.9,0.206,,,,,
Daniel Nwaelel,AU,32,32,724,14.6,0.654,0.614,0.238,2.8,15.1,9.3,8.2,1.2,0.7,12.5,15.5,,1.4,0.6,2.1,0.138,,,,,
Ike Nwam,SF,23,47,1152,10.0,0.543,0.669,0.198,2.7,10.9,6.8,5.7,1.8,0.5,10.4,15.6,,0.6,1.1,1.7,0.070,,,,,
Chris Obekp,SA,23,31,468,18.9,0.545,0.008,0.339,14.2,21.4,17.9,7.1,1.8,11.7,15.6,15.5,,0.5,1.2,1.7,0.170,,,,,
J.J. O'Brie,SL,24,47,1547,8.7,0.477,0.289,0.240,1.7,10.6,6.0,12.5,1.3,0.7,13.1,16.1,,-0.6,1.1,0.6,0.018,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Johnny O'Bryant II,NA,23,25,807,17.3,0.535,0.195,0.273,7.6,21.9,14.4,8.4,1.5,1.6,11.0,25.1,,0.8,1.1,1.9,0.113,,,,,
Jon Octeu,WC,25,41,657,11.9,0.498,0.255,0.365,4.5,13.6,9.0,18.7,1.6,0.5,12.4,17.2,,0.5,0.7,1.1,0.084,,,,,
Goodluck Okonobo,RA,22,7,51,12.2,0.709,0.000,0.222,18.3,12.6,15.3,5.8,2.0,3.4,37.8,13.7,,0.0,0.1,0.1,0.085,,,,,
Kevin Olekaib,CA,24,24,413,8.8,0.494,0.633,0.057,2.1,7.6,4.8,7.9,2.1,0.2,12.4,18.8,,-0.1,0.4,0.2,0.027,,,,,
Carl Ona-Emb,SA,27,6,53,5.2,0.488,0.583,0.250,0.0,11.0,5.7,17.4,0.0,0.0,18.4,12.9,,0.0,0.0,0.0,0.023,,,,,
Chinanu Onuak,RI,20,43,1202,21.7,0.661,0.019,0.407,14.0,27.2,20.7,10.9,2.0,4.7,20.6,18.8,,2.8,1.6,4.4,0.175,,,,,
Reggis Onwukamuch,ER,24,36,571,4.8,0.470,0.016,0.672,9.9,15.9,12.9,3.3,0.5,4.2,30.3,9.1,,-0.4,0.5,0.1,0.006,,,,,
Marcus Paig,SL,23,46,1505,10.0,0.535,0.568,0.191,1.4,5.9,3.6,10.6,1.3,0.8,13.0,17.2,,0.4,0.9,1.3,0.043,,,,,
Bubu Pal,SF,25,25,850,14.8,0.577,0.216,0.720,2.2,10.6,6.4,21.0,1.2,0.1,14.3,19.7,,1.5,0.7,2.2,0.123,,,,,
J.J. Panosk,MA,24,11,123,11.0,0.696,0.867,0.067,6.5,9.1,7.9,5.0,1.2,4.3,28.0,15.4,,0.0,0.1,0.2,0.062,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Georgios Papagianni,RE,19,23,739,14.9,0.534,0.022,0.136,8.1,19.4,13.7,2.4,0.8,6.9,13.0,19.4,,0.1,0.9,0.9,0.060,,,,,
Jannero Parg,OK,37,25,572,12.2,0.529,0.643,0.107,0.4,8.6,4.6,22.6,1.8,0.0,16.9,25.8,,-0.1,0.7,0.6,0.049,,,,,
Lamar Patterso,RE,25,28,1003,20.3,0.563,0.375,0.472,3.6,15.5,9.5,21.5,2.7,0.5,14.1,29.4,,1.3,1.0,2.4,0.114,,,,,
Cameron Payn,OK,22,2,40,21.0,0.518,0.515,0.121,2.8,2.7,2.7,31.2,1.2,0.0,5.4,39.6,,0.1,0.0,0.1,0.131,,,,,
Cameron Payn,WC,22,3,91,24.8,0.507,0.420,0.240,0.0,21.3,10.5,42.2,4.3,0.0,6.7,27.7,,0.2,0.2,0.4,0.204,,,,,
Cameron Payn,TOT,22,5,131,23.6,0.511,0.458,0.193,0.8,15.6,8.1,38.8,3.4,0.0,6.2,31.4,,0.3,0.2,0.5,0.182,,,,,
Gary Payton I,RI,24,49,1603,17.6,0.582,0.433,0.187,6.0,15.6,10.9,13.9,2.9,1.7,11.5,16.9,,3.4,1.5,4.9,0.146,,,,,
Johan Petr,SF,,2,10,3.0,0.250,0.000,0.000,0.0,10.6,5.3,13.2,4.6,0.0,0.0,16.3,,0.0,0.0,0.0,-0.063,,,,,
John Petrucell,ER,24,32,673,9.4,0.528,0.194,0.389,3.9,12.5,8.1,9.0,2.0,1.1,15.5,12.9,,0.2,0.6,0.8,0.055,,,,,
Marshall Plumle,WE,24,15,461,15.3,0.594,0.000,0.653,10.2,23.5,16.6,3.5,1.0,3.5,18.8,17.7,,0.4,0.5,0.8,0.088,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jakob Poelt,RA,21,2,67,22.1,0.544,0.040,0.400,15.7,27.1,21.7,5.0,1.5,7.9,9.3,21.2,,0.1,0.2,0.3,0.192,,,,,
Dwayne Polee Jr,LI,25,22,287,12.5,0.530,0.202,0.434,5.3,15.4,10.1,2.5,3.2,2.1,16.3,19.8,,-0.1,0.4,0.3,0.052,,,,,
Bobby Porti,WC,21,1,39,29.3,0.581,0.167,0.333,16.1,8.3,12.2,14.7,1.3,6.2,9.8,33.3,,0.1,0.0,0.2,0.217,,,,,
Marcus Posle,SF,22,47,1169,8.4,0.483,0.618,0.148,0.9,7.6,4.2,11.5,1.7,0.3,12.5,18.9,,-0.8,1.0,0.2,0.008,,,,,
Alex Poythres,FO,23,46,1430,19.3,0.595,0.123,0.325,9.1,16.6,12.8,8.0,1.2,3.5,14.7,24.8,,2.4,1.3,3.7,0.125,,,,,
Phil Presse,SA,25,46,1534,18.0,0.512,0.445,0.277,2.2,13.3,7.9,37.5,3.0,0.4,16.2,26.4,,1.1,2.3,3.4,0.108,,,,,
T.J. Pric,ER,23,49,1559,12.7,0.534,0.325,0.250,1.3,9.7,5.5,13.6,2.9,0.7,14.3,21.0,,0.2,1.5,1.7,0.053,,,,,
Taurean Princ,LI,22,5,142,21.5,0.577,0.263,0.263,4.3,24.9,14.1,13.7,2.6,2.1,13.6,29.3,,0.1,0.2,0.3,0.116,,,,,
Tim Quarterma,TOT,22,22,678,12.1,0.434,0.337,0.195,4.8,17.1,10.7,32.9,2.6,0.9,21.8,22.0,,-0.9,0.9,0.0,0.000,,,,,
Tim Quarterma,LI,22,13,412,13.1,0.476,0.340,0.240,4.6,16.6,10.4,31.4,2.4,1.1,22.8,21.0,,-0.3,0.5,0.2,0.023,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Tim Quarterma,WC,22,9,266,10.6,0.374,0.333,0.135,5.1,17.8,11.4,35.2,2.9,0.6,20.3,23.6,,-0.6,0.4,-0.2,-0.037,,,,,
Jordan Raile,DE,24,2,31,18.9,0.676,0.000,0.250,7.1,13.7,10.4,5.0,3.1,7.5,10.1,13.4,,0.1,0.1,0.1,0.180,,,,,
Brandis Raley-Ros,ER,29,8,154,6.8,0.563,0.429,0.107,2.1,9.5,5.7,8.3,1.0,0.0,12.0,9.4,,0.1,0.1,0.2,0.055,,,,,
Chasson Randl,DE,23,1,35,6.0,0.509,0.333,0.333,0.0,3.0,1.5,20.3,2.8,0.0,30.4,23.7,,-0.1,0.0,-0.1,-0.093,,,,,
Chasson Randl,WE,23,20,646,16.5,0.565,0.399,0.340,2.4,10.5,6.3,18.8,1.5,0.4,15.6,28.8,,0.6,0.4,0.9,0.069,,,,,
Chasson Randl,TOT,23,21,681,16.0,0.563,0.396,0.339,2.2,10.1,6.1,18.9,1.6,0.4,16.2,28.6,,0.5,0.4,0.9,0.061,,,,,
Jarelle Reische,WE,,2,37,6.7,0.394,0.375,0.250,0.0,18.7,9.1,7.3,4.0,0.0,10.1,11.4,,0.0,0.1,0.0,0.016,,,,,
Malachi Richardso,RE,21,11,385,12.6,0.569,0.309,0.574,1.1,12.2,6.6,6.5,1.2,0.0,16.1,26.6,,0.0,0.2,0.2,0.026,,,,,
Da'Shonte Rile,SL,26,29,512,7.9,0.446,0.031,0.144,6.3,18.0,12.0,8.2,1.1,7.2,23.7,11.4,,-0.5,0.8,0.3,0.026,,,,,
DeAngelo Rile,IO,28,24,296,13.1,0.554,0.029,0.493,8.8,15.9,12.3,10.1,1.6,8.0,25.0,16.0,,-0.1,0.4,0.4,0.062,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jaleel Robert,SA,24,6,44,11.0,0.581,0.000,0.500,2.4,13.2,8.0,9.8,0.0,7.0,17.0,16.8,,0.0,0.1,0.1,0.092,,,,,
Jaleel Robert,TOT,24,21,203,9.0,0.554,0.000,0.209,10.2,18.6,14.3,5.1,1.0,5.1,29.9,14.1,,-0.2,0.3,0.1,0.031,,,,,
Jaleel Robert,SL,24,15,159,8.4,0.541,0.000,0.097,12.4,20.0,16.1,3.8,1.2,4.6,34.5,13.4,,-0.2,0.2,0.0,0.014,,,,,
Nate Robinso,DE,,17,440,16.4,0.547,0.369,0.286,2.5,7.0,4.8,24.0,3.3,0.5,14.5,21.1,,0.6,0.4,1.1,0.117,,,,,
Frank Roger,SW,23,3,20,14.8,0.683,0.167,0.500,5.5,10.9,8.3,0.0,2.4,4.1,12.0,17.8,,0.0,0.0,0.1,0.154,,,,,
Ismael Romer,GR,25,18,217,12.1,0.531,0.000,0.592,7.5,17.8,12.5,5.7,1.3,3.1,16.0,20.9,,-0.1,0.2,0.2,0.034,,,,,
JaKarr Sampso,IO,23,47,1206,17.2,0.545,0.167,0.326,5.7,18.2,11.9,9.1,1.6,2.4,12.8,26.3,,0.5,1.4,1.9,0.075,,,,,
Larry Sander,CA,28,4,77,12.8,0.377,0.000,0.407,15.7,30.5,23.1,5.5,0.0,10.9,11.2,19.6,,-0.1,0.1,0.1,0.031,,,,,
Wesley Saunder,WC,23,46,1149,16.0,0.568,0.025,0.545,7.7,15.6,11.6,22.0,1.4,0.6,17.1,15.4,,2.1,1.2,3.3,0.137,,,,,
Mike Scot,DE,28,2,41,5.0,0.447,0.526,0.000,2.7,13.0,7.9,7.2,0.0,1.9,13.6,22.5,,-0.1,0.0,-0.1,-0.060,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Mike Scot,TOT,28,6,141,14.3,0.470,0.345,0.034,7.9,11.6,9.8,12.3,1.0,3.8,8.3,27.8,,-0.1,0.1,0.1,0.019,,,,,
Mike Scot,LI,28,4,100,18.2,0.476,0.294,0.044,10.1,11.0,10.5,14.4,1.4,4.5,6.7,29.9,,0.0,0.1,0.1,0.051,,,,,
Wayne Selde,IO,22,35,1070,17.3,0.544,0.410,0.269,4.5,11.8,8.1,16.6,1.4,1.3,12.1,26.8,,0.9,0.8,1.6,0.073,,,,,
Will Sheehe,RA,25,38,895,15.0,0.577,0.339,0.248,4.4,10.7,7.7,13.3,2.7,0.5,15.4,19.7,,1.0,1.4,2.4,0.131,,,,,
D.J. Shumper,LO,26,1,3,-0.7,,,,0.0,34.6,17.5,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.046,,,,,
Pascal Siaka,RA,,5,145,28.1,0.608,0.182,0.303,11.3,21.4,16.6,15.9,3.8,4.8,11.8,25.7,,0.4,0.4,0.8,0.265,,,,,
Xavier Sila,NA,29,40,1249,13.1,0.599,0.642,0.236,1.9,8.4,5.0,3.9,1.3,0.3,9.0,19.0,,2.1,1.0,3.1,0.119,,,,,
Marcus Simmon,GR,29,25,589,7.4,0.493,0.290,0.218,5.4,10.0,7.6,6.5,1.3,1.3,16.1,11.7,,0.0,0.3,0.3,0.027,,,,,
Mark Simmon,LO,,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.017,,,,,
Patrick Simo,SL,24,2,9,-18.6,0.188,0.875,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.4,,-0.1,0.0,-0.1,-0.534,,,,,
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Henry Sim,SL,26,25,764,17.8,0.550,0.111,0.506,9.4,23.3,16.1,10.4,1.5,2.3,15.7,25.9,,0.5,1.1,1.6,0.100,,,,,
Satnam Sing,TE,21,8,43,4.4,0.470,0.000,1.222,9.8,14.9,12.3,2.8,1.1,0.0,22.4,16.9,,0.0,0.0,0.0,-0.035,,,,,
EJ Single,RA,26,48,1355,10.1,0.545,0.588,0.203,2.4,13.4,8.2,12.6,1.2,1.0,16.6,15.2,,0.8,1.8,2.5,0.089,,,,,
D'Vauntes Smith-River,WC,24,6,67,0.2,0.319,0.423,0.192,3.1,12.8,7.9,10.3,1.5,0.0,19.9,22.4,,-0.3,0.1,-0.3,-0.185,,,,,
D'Vauntes Smith-River,TOT,24,7,69,0.2,0.319,0.423,0.192,3.0,12.5,7.7,10.0,1.4,0.0,19.9,21.7,,-0.3,0.1,-0.3,-0.180,,,,,
D'Vauntes Smith-River,FO,24,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.011,,,,,
Joshua Smit,RI,24,44,620,23.3,0.666,0.004,0.522,18.1,19.1,18.6,9.4,2.1,2.7,18.0,22.1,,2.0,0.6,2.6,0.199,,,,,
Kenneth Smit,LO,24,47,1049,9.8,0.432,0.384,0.283,3.1,11.7,7.4,22.6,3.0,0.2,19.4,17.2,,-0.7,0.9,0.2,0.009,,,,,
Roscoe Smit,TOT,25,42,891,16.5,0.573,0.090,0.489,10.3,14.0,12.2,2.0,1.4,2.3,11.7,20.0,,1.3,0.7,2.0,0.109,,,,,
