GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Thomas Brople,TE,24,9,139,5.5,0.411,0.569,0.059,3.3,10.2,6.8,6.1,0.7,0.0,7.1,17.4,,-0.1,0.0,-0.1,-0.048,,-3.3,-4.0,-7.2,-0.3
Anthony Brow,LO,23,7,235,8.6,0.490,0.485,0.165,2.2,11.2,6.5,7.8,0.8,1.1,11.9,21.4,,-0.2,0.1,-0.1,-0.016,,-2.5,-2.6,-5.1,-0.3
Jabari Brow,LO,23,8,219,11.0,0.493,0.364,0.347,2.4,7.8,5.0,4.4,1.1,0.8,9.9,29.4,,-0.1,0.1,-0.1,-0.014,,-3.4,-5.0,-8.4,-0.6
Lorenzo Brow,GR,25,25,833,22.3,0.580,0.199,0.242,5.4,14.0,9.7,29.9,3.1,0.8,15.6,25.0,,1.8,0.7,2.5,0.142,,4.7,0.6,5.3,2.5
Reggie Bulloc,GR,24,1,36,42.0,1.054,0.667,0.333,0.0,16.4,8.2,26.7,5.6,2.5,12.7,19.5,,0.3,0.1,0.4,0.502,,16.3,1.6,17.9,0.3
Deonte Burto,BA,24,43,1126,11.5,0.545,0.258,0.389,2.8,8.0,5.4,12.5,1.8,0.9,12.6,16.3,,1.0,0.5,1.6,0.066,,-0.6,-0.9,-1.4,0.3
Dwight Buyck,OK,26,15,496,17.5,0.529,0.336,0.190,3.3,10.4,6.8,25.4,2.4,0.5,14.9,27.1,,0.3,0.6,0.8,0.082,,1.6,-0.2,1.4,0.7
Bruno Cabocl,RA,20,37,1270,12.8,0.520,0.530,0.207,4.0,16.2,10.3,7.8,1.6,4.1,12.7,20.6,,0.0,1.9,1.8,0.069,,-0.6,1.9,1.3,1.7
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Kevin Caper,WE,22,35,326,13.8,0.583,0.239,0.734,3.9,6.3,5.1,12.6,2.4,0.0,14.8,22.8,,0.4,0.4,0.8,0.117,,-0.1,-2.0,-2.1,0.0
Derrick Caracte,ER,27,24,272,11.8,0.499,0.020,0.275,14.6,22.2,18.2,5.0,1.5,4.1,22.4,23.9,,-0.4,0.3,-0.1,-0.010,,-5.9,-0.7,-6.6,-0.5
Matt Carlin,RI,23,27,382,8.2,0.438,0.757,0.135,1.9,10.3,6.1,14.8,2.9,0.2,11.3,14.2,,0.1,0.2,0.3,0.032,,-1.0,-1.8,-2.8,-0.1
James Carlto,OK,23,7,22,17.8,0.423,0.846,0.000,14.1,19.1,16.5,0.0,0.0,10.9,0.0,24.7,,0.0,0.0,0.0,0.094,,-1.9,-3.6,-5.5,0.0
Rodney Carne,DE,31,36,780,13.4,0.567,0.605,0.118,2.0,10.9,6.3,6.2,1.6,1.5,9.3,19.1,,0.7,0.4,1.1,0.068,,0.9,-2.1,-1.2,0.3
Javier Carte,BA,24,41,484,12.7,0.520,0.133,0.320,12.0,15.6,13.8,5.7,1.2,4.8,16.1,15.7,,0.3,0.4,0.7,0.074,,-2.4,0.9,-1.6,0.1
Kyle Case,BA,26,50,1215,10.1,0.523,0.250,0.358,6.0,17.0,11.4,10.1,1.0,2.1,19.0,17.1,,0.0,0.8,0.7,0.029,,-2.5,0.1,-2.4,-0.2
Josh Childres,TE,32,8,242,16.2,0.547,0.139,0.253,5.6,18.1,12.0,8.0,1.6,1.7,3.3,16.1,,0.5,0.2,0.6,0.124,,0.1,-0.4,-0.3,0.2
Ian Chile,OK,25,1,0,,,,,,,,,,,,,,0.0,0.0,0.0,,,-6.8,0.8,-6.0,0.0
Ian Chile,ID,25,9,79,18.2,0.566,0.000,0.147,16.9,23.0,19.9,4.6,0.0,5.4,16.2,24.3,,0.1,0.1,0.2,0.106,,-3.8,-1.1,-4.9,-0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Ian Chile,TOT,25,10,79,18.2,0.566,0.000,0.147,16.9,23.0,19.9,4.6,0.0,5.4,16.2,24.3,,0.1,0.1,0.2,0.106,,-3.8,-1.1,-4.9,-0.1
Patrick Christophe,IO,27,20,643,14.0,0.544,0.370,0.160,1.4,7.7,4.6,13.5,1.2,0.7,7.0,20.6,,0.9,0.7,1.5,0.115,,1.1,-1.0,0.1,0.5
Rakeem Christma,FO,24,48,1443,14.6,0.534,0.008,0.461,8.1,18.9,13.3,4.2,1.0,4.5,14.7,22.2,,0.2,1.9,2.1,0.070,,-3.6,1.2,-2.4,-0.3
Coty Clark,MA,23,44,1152,24.0,0.630,0.378,0.339,8.4,23.0,15.8,16.4,2.1,1.8,13.0,24.8,,3.5,1.7,5.2,0.218,,4.6,1.1,5.7,3.7
Earl Clar,BA,28,22,772,15.0,0.475,0.245,0.231,4.5,21.5,12.8,10.7,1.0,3.5,10.7,29.7,,-0.7,0.7,0.0,0.000,,-3.2,-0.9,-4.1,-0.7
Earl Clar,TOT,28,33,1082,15.3,0.499,0.254,0.236,4.1,22.9,13.3,10.3,1.0,2.9,11.7,27.8,,-0.5,0.9,0.4,0.018,,-2.8,-1.0,-3.8,-0.8
Earl Clar,DE,28,11,310,16.0,0.574,0.282,0.252,3.1,26.4,14.3,9.2,1.1,1.5,14.7,23.1,,0.2,0.2,0.4,0.064,,-1.6,-1.3,-2.9,-0.1
Mike Cobbin,OK,23,29,209,5.0,0.502,0.026,0.526,4.9,14.0,9.5,2.7,1.4,1.5,23.0,12.2,,-0.2,0.2,0.0,0.006,,-6.5,0.6,-5.9,-0.3
JerShon Cob,CA,24,8,117,10.2,0.503,0.686,0.114,1.9,8.6,5.2,14.4,2.1,1.4,9.8,15.2,,0.1,0.2,0.2,0.096,,0.0,0.3,0.3,0.1
Karl Cochra,RI,23,17,198,12.4,0.560,0.559,0.102,2.1,8.6,5.4,7.1,3.1,2.7,12.7,14.6,,0.2,0.1,0.3,0.072,,-0.6,-0.4,-1.0,0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Sam Colema,BA,28,6,54,1.2,0.222,0.100,0.800,10.1,19.1,14.5,7.0,1.8,1.6,12.9,12.6,,-0.1,0.1,-0.1,-0.066,,-7.3,0.6,-6.8,-0.1
Sherron Collin,TE,28,2,22,-8.1,0.282,0.125,0.250,0.0,0.0,0.0,0.0,2.2,0.0,25.3,23.2,,-0.2,0.0,-0.2,-0.346,,-14.5,-4.0,-18.5,-0.2
Derek Cooke Jr,BA,24,47,1099,13.0,0.563,0.000,0.473,14.4,19.4,16.9,6.4,1.6,2.8,20.8,10.1,,1.3,1.0,2.3,0.100,,-0.7,2.1,1.5,1.6
Quinn Coo,CA,22,43,1451,19.3,0.574,0.339,0.241,2.4,10.6,6.5,26.2,1.7,0.1,11.9,25.0,,3.1,1.7,4.8,0.159,,4.0,-0.3,3.7,3.4
Jack Coole,ID,24,6,168,23.5,0.573,0.047,0.422,21.2,26.4,23.7,8.4,3.3,0.5,15.6,23.7,,0.3,0.3,0.6,0.179,,0.9,0.8,1.7,0.3
Bryce Cotto,AU,23,6,197,23.4,0.692,0.437,0.408,1.8,9.1,5.6,20.3,1.8,0.4,11.6,21.5,,0.9,0.2,1.1,0.269,,5.9,-1.2,4.8,0.6
Daniel Course,ER,23,20,220,5.8,0.414,0.038,0.154,6.0,14.9,10.2,5.5,1.6,1.7,12.6,12.8,,-0.2,0.2,0.0,-0.005,,-5.5,-0.2,-5.8,-0.3
Daniel Course,TOT,23,44,612,11.6,0.559,0.012,0.139,6.4,16.7,11.4,5.0,1.3,3.6,12.0,14.2,,0.3,0.7,1.0,0.080,,-3.7,0.7,-3.0,-0.3
Daniel Course,SA,23,24,392,14.9,0.626,0.000,0.132,6.6,17.7,12.1,4.8,1.1,4.6,11.7,15.0,,0.5,0.5,1.0,0.128,,-2.7,1.2,-1.5,0.1
Aaron Craf,SA,24,30,1055,16.5,0.543,0.267,0.234,1.6,12.6,7.1,31.2,2.7,2.1,15.8,18.0,,1.1,1.4,2.5,0.115,,0.2,1.3,1.5,1.5
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Chris Crawfor,CA,23,15,325,8.3,0.411,0.657,0.019,0.7,14.1,7.4,25.1,1.2,2.4,15.9,16.9,,-0.3,0.4,0.2,0.022,,-2.3,1.0,-1.3,0.1
Jordon Crawfor,WE,25,47,929,13.0,0.523,0.281,0.218,1.6,6.5,4.1,18.3,3.0,0.3,15.3,21.3,,0.1,1.1,1.3,0.066,,-0.9,-0.8,-1.7,0.1
Will Cumming,RI,23,49,1780,18.1,0.608,0.405,0.475,2.5,8.0,5.2,19.8,2.5,0.1,15.5,22.4,,4.3,0.6,4.9,0.131,,3.5,-2.4,1.1,2.3
Jared Cunningha,ID,24,3,96,11.8,0.481,0.442,0.581,0.0,11.8,5.9,22.4,1.0,0.0,12.9,28.7,,0.0,0.1,0.1,0.031,,-2.2,-3.5,-5.6,-0.1
DeAndre Daniel,RA,23,8,110,2.3,0.306,0.429,0.171,7.2,18.3,12.9,5.0,0.9,1.5,13.7,17.3,,-0.3,0.1,-0.2,-0.092,,-7.5,-0.8,-8.3,-0.3
Alex Davi,ER,24,50,1340,11.5,0.540,0.009,0.492,8.0,15.0,11.3,5.0,1.2,4.3,17.2,15.9,,0.4,1.1,1.5,0.054,,-3.1,1.2,-1.9,0.0
Baron Davi,DE,36,6,135,13.5,0.479,0.579,0.132,1.6,10.9,6.1,24.7,2.5,1.1,13.0,28.8,,-0.1,0.1,0.0,0.011,,0.8,-2.7,-1.9,0.0
Andre Dawkin,TE,24,12,360,14.1,0.625,0.635,0.117,0.9,7.0,4.0,8.1,1.5,0.2,11.1,19.4,,0.6,0.0,0.6,0.086,,2.6,-3.3,-0.7,0.2
Branden Dawso,TOT,22,29,613,19.5,0.538,0.036,0.235,11.4,15.7,13.5,9.2,2.6,3.0,11.5,22.6,,0.6,0.6,1.2,0.095,,0.0,0.4,0.4,0.6
Branden Dawso,BA,22,6,105,7.6,0.399,0.000,0.366,12.5,12.0,12.3,4.4,0.9,2.5,14.4,23.2,,-0.3,0.1,-0.2,-0.091,,-7.0,-2.5,-9.5,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Branden Dawso,GR,22,15,263,14.4,0.492,0.082,0.134,9.9,14.3,12.1,5.5,2.7,2.1,11.2,19.6,,0.0,0.2,0.2,0.045,,-1.6,-0.3,-2.0,0.0
Branden Dawso,ER,22,8,245,30.0,0.628,0.009,0.274,12.6,18.8,15.5,15.3,3.3,4.1,10.6,25.5,,0.8,0.4,1.2,0.228,,4.7,2.4,7.1,0.9
Dewayne Dedmo,ER,26,1,34,28.8,0.594,0.000,0.231,29.1,46.3,37.3,0.0,0.0,8.1,12.3,21.2,,0.1,0.1,0.2,0.232,,-3.9,-6.3,-10.2,-0.1
Bryce Dejean-Jone,ID,23,9,282,19.6,0.564,0.450,0.389,5.9,12.5,9.2,12.3,3.2,0.6,11.5,27.3,,0.4,0.4,0.8,0.141,,2.4,-0.5,1.9,0.5
Sam Dekke,RI,21,7,163,14.6,0.492,0.481,0.152,10.4,13.7,12.0,10.4,1.2,0.5,12.5,24.2,,0.1,0.0,0.1,0.029,,0.0,-4.0,-4.0,-0.1
Deng Den,TE,24,16,209,9.5,0.421,0.068,0.364,12.4,21.5,17.0,4.5,2.4,4.7,22.7,13.6,,-0.2,0.3,0.0,0.008,,-4.9,2.3,-2.6,-0.1
Spencer Dinwiddi,GR,22,13,438,18.7,0.556,0.324,0.421,2.2,10.0,6.1,27.1,3.2,1.9,14.0,20.3,,0.8,0.4,1.2,0.130,,2.9,0.1,3.0,0.9
Henry Domercan,ID,35,12,201,9.4,0.511,0.533,0.433,2.8,9.1,5.9,5.9,1.0,0.9,8.9,17.3,,0.1,0.1,0.3,0.060,,-2.2,-2.0,-4.2,-0.2
Chris Douglas-Robert,TE,29,15,546,16.2,0.596,0.200,0.256,2.1,11.0,6.6,8.7,1.7,1.0,11.8,21.4,,0.8,0.2,1.0,0.090,,0.5,-1.6,-1.1,0.2
Jordan Downin,BA,24,10,82,1.9,0.372,0.436,0.000,0.0,5.6,2.7,5.5,0.0,0.0,4.9,21.9,,-0.2,0.0,-0.2,-0.126,,-6.6,-6.2,-12.8,-0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Larry Dre,SF,25,3,45,17.4,0.781,0.800,0.200,0.0,5.1,2.6,13.1,2.2,0.0,0.0,10.8,,0.2,0.1,0.2,0.251,,5.0,-1.9,3.1,0.1
Terrence Drisdo,SA,23,26,461,13.4,0.511,0.198,0.210,4.2,15.1,9.6,10.6,2.5,2.8,11.5,18.7,,0.0,0.7,0.7,0.069,,-3.0,1.2,-1.8,0.0
Duje Duka,RE,24,27,780,10.7,0.529,0.568,0.156,2.5,13.0,7.8,5.6,1.1,1.2,11.0,21.8,,0.0,0.4,0.4,0.023,,-0.7,-2.2,-2.9,-0.3
Michael Duniga,CA,26,33,686,14.8,0.537,0.005,0.526,9.9,18.7,14.3,6.0,1.6,3.7,11.4,17.3,,0.7,1.2,1.9,0.134,,-1.7,2.7,1.0,0.8
Allen Durha,TE,27,24,565,17.9,0.586,0.055,0.252,15.6,19.4,17.5,6.3,1.1,2.7,12.6,15.8,,1.2,0.4,1.6,0.132,,0.9,-0.2,0.7,0.6
Cleanthony Earl,WE,24,7,234,13.5,0.522,0.326,0.304,4.9,18.9,12.2,5.3,1.9,1.7,13.3,22.6,,-0.1,0.4,0.3,0.061,,-2.1,-0.4,-2.5,0.0
Devin Ebank,GR,26,48,1746,18.6,0.551,0.326,0.377,4.5,18.0,11.3,7.5,2.2,0.7,10.8,27.3,,2.1,1.2,3.3,0.090,,1.4,-1.8,-0.4,1.2
Jarell Eddi,AU,24,11,315,16.8,0.718,0.610,0.180,0.0,14.7,7.7,5.6,0.7,0.5,11.5,17.3,,0.9,0.3,1.2,0.184,,3.1,-1.3,1.8,0.5
Nnanna Egw,ER,23,50,1588,11.8,0.500,0.000,0.103,8.4,18.1,13.0,7.2,1.2,3.8,15.0,15.0,,0.0,1.4,1.4,0.042,,-2.9,1.8,-1.1,0.6
Melvin Eji,ER,24,39,1275,16.0,0.562,0.241,0.336,6.6,21.2,13.6,15.9,2.4,1.1,18.5,21.5,,0.8,1.4,2.1,0.080,,0.3,1.0,1.3,1.8
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Ella Elli,MA,25,3,5,9.8,0.347,1.000,1.000,0.0,0.0,0.0,0.0,0.0,14.5,0.0,25.1,,0.0,0.0,0.0,-0.042,,-5.4,-0.4,-5.8,0.0
James Enni,IO,25,24,799,17.4,0.554,0.376,0.379,6.3,13.9,10.1,13.8,1.5,1.2,13.6,25.9,,0.8,1.1,1.9,0.115,,1.8,0.2,2.0,1.3
Micheal Eri,TE,27,39,1055,19.4,0.621,0.000,0.249,14.0,24.4,19.3,3.5,0.9,6.1,16.7,18.1,,1.8,1.1,2.9,0.131,,-0.8,0.9,0.1,0.9
Maxie Esh,IO,24,35,554,10.7,0.500,0.183,0.242,6.0,18.2,12.1,4.4,1.9,2.2,16.3,19.5,,-0.4,0.9,0.5,0.046,,-4.6,0.9,-3.6,-0.4
Jeremy Evan,TE,28,4,143,16.8,0.589,0.346,0.212,8.7,19.1,14.0,4.3,2.1,1.1,11.0,19.2,,0.2,0.1,0.3,0.116,,0.7,-1.8,-1.0,0.1
C.J. Fai,FO,24,50,1663,16.3,0.572,0.246,0.292,4.4,19.5,11.7,9.4,1.5,1.3,13.0,21.2,,1.7,1.9,3.6,0.104,,0.0,0.7,0.7,1.9
Mustapha Farrakha,OK,27,19,326,12.3,0.522,0.429,0.229,2.5,8.0,5.3,10.3,2.1,1.0,13.5,22.8,,0.0,0.3,0.3,0.051,,-1.5,-1.1,-2.6,-0.1
Cristiano Felici,CA,23,4,95,22.5,0.699,0.256,0.103,9.4,16.4,12.9,7.5,1.0,5.0,16.4,22.4,,0.2,0.2,0.4,0.186,,2.4,1.5,3.9,0.2
Brandon Field,AU,27,14,350,14.7,0.568,0.248,0.271,2.0,11.4,6.9,20.1,1.2,0.0,15.8,21.9,,0.5,0.3,0.8,0.108,,0.2,-1.0,-0.8,0.2
Brandon Field,TOT,27,50,1441,14.1,0.527,0.285,0.310,2.4,11.1,6.8,23.6,1.4,0.0,16.4,25.7,,0.3,1.2,1.5,0.051,,-0.7,-1.4,-2.1,-0.1
