GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Brandon Field,ID,27,36,1091,13.9,0.516,0.295,0.320,2.5,11.0,6.7,24.7,1.5,0.0,16.6,26.9,,-0.1,0.9,0.7,0.033,,-1.1,-1.5,-2.5,-0.2
Gary Forbe,GR,30,3,38,-4.7,0.250,0.611,0.000,9.3,12.4,10.9,3.8,0.0,0.0,14.3,24.6,,-0.2,0.0,-0.2,-0.291,,-9.1,-6.3,-15.4,-0.2
Xavier For,GR,23,38,435,6.8,0.485,0.073,0.219,6.5,8.4,7.5,4.3,1.4,0.8,16.0,12.8,,-0.1,0.1,0.0,-0.001,,-3.0,-1.3,-4.3,-0.4
Jamaal Frankli,LO,24,4,103,14.6,0.548,0.324,0.471,7.2,14.4,10.6,22.1,1.4,2.5,19.6,21.2,,0.1,0.1,0.1,0.070,,-0.4,-0.1,-0.5,0.1
Michael Frazie,LO,21,14,233,10.0,0.460,0.375,0.288,0.9,12.7,6.6,15.5,2.3,0.0,11.8,18.7,,-0.1,0.2,0.1,0.016,,-3.0,-1.4,-4.4,-0.2
Michael Frazie,IO,21,12,150,8.4,0.488,0.581,0.326,1.5,16.2,8.9,8.9,1.7,1.1,15.5,17.1,,-0.1,0.2,0.1,0.048,,-3.3,0.3,-2.9,-0.1
Michael Frazie,TOT,21,36,605,12.3,0.533,0.367,0.296,1.8,13.9,7.7,11.6,1.9,0.5,11.8,18.3,,0.3,0.6,0.9,0.071,,-1.6,-0.7,-2.3,-0.1
Michael Frazie,FO,21,10,222,17.5,0.636,0.237,0.289,2.9,13.6,8.1,9.2,1.6,0.7,9.5,18.7,,0.5,0.2,0.7,0.144,,1.0,-0.6,0.4,0.2
Tim Frazie,MA,25,8,240,26.7,0.645,0.253,0.405,8.9,24.5,16.8,49.7,2.2,0.9,21.2,21.5,,1.1,0.3,1.4,0.289,,6.4,2.2,8.6,1.1
Jimmer Fredett,WE,26,40,1431,20.6,0.585,0.319,0.313,1.9,11.5,6.9,22.7,2.4,0.3,12.2,25.1,,3.2,1.8,5.0,0.168,,4.1,-0.2,3.9,3.5
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Sundiata Gaine,RE,29,4,108,22.9,0.597,0.400,0.267,2.0,13.4,7.8,22.9,3.0,0.0,11.8,28.8,,0.3,0.1,0.4,0.165,,3.9,-1.7,2.2,0.2
Gideon Gambl,FO,25,5,34,1.8,0.294,0.588,0.000,0.0,10.2,5.0,13.2,1.5,2.3,0.0,22.0,,-0.1,0.0,-0.1,-0.112,,-5.7,-2.1,-7.8,-0.1
CJ Gile,WE,30,4,23,-1.5,0.174,0.000,1.000,15.1,23.4,19.4,0.0,0.0,10.6,51.0,11.2,,-0.1,0.0,-0.1,-0.105,,-12.9,2.5,-10.4,-0.1
Ryan Gome,LO,33,31,993,21.4,0.589,0.304,0.294,7.5,20.7,13.8,16.1,1.3,1.0,7.0,22.2,,3.1,0.8,3.9,0.190,,4.0,-0.3,3.6,2.3
Treveon Graha,ID,22,46,1397,16.3,0.547,0.365,0.384,5.9,16.8,11.3,8.8,1.4,0.6,8.8,23.0,,1.8,1.4,3.2,0.111,,0.5,-1.0,-0.5,0.8
Kentrell Gransberr,LO,30,1,7,3.9,0.568,,,15.0,32.6,23.5,0.0,0.0,0.0,0.0,5.4,,0.0,0.0,0.0,0.157,,-4.6,-5.6,-10.2,0.0
Erick Gree,RE,24,40,1488,22.6,0.648,0.386,0.364,1.8,10.5,6.2,16.2,1.6,0.6,8.1,23.7,,5.7,0.7,6.4,0.207,,5.8,-1.6,4.2,3.8
Ty Green,DE,23,48,1229,13.3,0.605,0.500,0.399,1.0,8.8,4.8,5.2,2.1,0.7,7.3,15.5,,2.2,0.6,2.8,0.110,,1.4,-1.3,0.1,1.1
Cam Griffi,TE,22,6,36,10.5,0.506,0.000,0.200,9.4,12.2,10.8,4.0,1.4,0.0,8.4,14.2,,0.0,0.0,0.0,0.048,,-2.7,-2.7,-5.4,-0.1
Jorge Gutierre,CA,27,22,611,14.8,0.510,0.204,0.296,2.4,14.4,8.4,30.4,3.9,0.4,21.5,22.2,,-0.1,1.2,1.0,0.082,,-0.7,2.8,2.1,1.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jordan Hamilto,RI,25,14,409,20.8,0.575,0.285,0.230,8.8,25.1,17.0,20.7,1.4,2.2,13.4,21.0,,1.0,0.3,1.3,0.158,,2.6,0.2,2.8,0.8
Cliff Hammond,RE,30,46,1386,11.8,0.535,0.515,0.172,2.8,10.9,6.9,21.7,2.0,0.6,16.6,12.6,,1.8,0.9,2.6,0.091,,0.9,0.3,1.2,1.8
Stefhon Hanna,GR,30,9,143,11.0,0.528,0.400,0.200,1.7,9.9,5.8,20.4,2.8,1.3,23.0,17.6,,0.0,0.1,0.1,0.019,,-1.5,-0.8,-2.2,0.0
Tim Hardaway Jr,CA,23,2,65,8.4,0.455,0.483,0.655,0.0,6.9,3.4,8.8,0.0,0.0,7.4,27.1,,0.0,0.0,0.0,0.007,,-3.3,-5.0,-8.3,-0.2
Tim Hardaway Jr,AU,23,3,69,31.0,0.739,0.676,0.441,3.3,10.7,7.2,16.5,2.2,0.0,12.9,30.3,,0.4,0.1,0.5,0.346,,10.8,-2.8,8.0,0.3
Tim Hardaway Jr,TOT,23,5,134,20.1,0.603,0.587,0.540,1.7,8.8,5.4,12.7,1.2,0.0,10.3,28.7,,0.4,0.1,0.5,0.182,,4.0,-3.8,0.1,0.1
Justin Harpe,LO,26,42,1214,18.2,0.594,0.448,0.183,7.3,14.7,10.9,8.9,1.2,1.9,7.5,20.6,,3.0,0.8,3.8,0.149,,3.2,-1.1,2.1,2.1
Montrezl Harrel,RI,22,12,467,22.6,0.586,0.234,0.364,8.6,16.6,12.6,14.2,1.2,4.7,12.0,24.8,,1.1,0.3,1.4,0.148,,2.6,0.1,2.6,0.9
Aaron Harriso,TOT,21,13,389,14.4,0.500,0.358,0.468,2.5,11.8,7.0,10.9,1.8,1.1,10.9,28.9,,0.1,0.3,0.3,0.042,,-1.1,-2.8,-4.0,-0.3
Aaron Harriso,OK,21,4,73,5.4,0.410,0.462,0.359,0.0,12.9,6.4,15.2,1.3,1.1,15.0,30.4,,-0.2,0.1,-0.2,-0.108,,-6.1,-2.6,-8.7,-0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Aaron Harriso,ER,21,9,316,16.5,0.522,0.331,0.497,3.1,11.5,7.1,9.8,1.9,1.2,9.8,28.5,,0.3,0.2,0.5,0.076,,0.0,-2.9,-2.9,-0.1
Anthony Harri,FO,30,29,431,10.8,0.508,0.166,0.166,2.5,10.0,6.1,20.6,2.2,0.6,18.8,21.2,,-0.3,0.4,0.1,0.016,,-3.0,-0.5,-3.5,-0.3
Andrew Harriso,IO,21,46,1622,17.1,0.574,0.347,0.531,1.5,12.1,6.8,23.3,2.1,1.3,16.7,24.1,,2.1,2.4,4.5,0.134,,1.9,1.1,3.0,3.3
Jay Harri,TOT,23,29,478,7.7,0.464,0.374,0.209,2.7,9.0,6.0,20.3,1.3,0.2,21.6,20.5,,-0.7,0.3,-0.3,-0.035,,-3.8,-2.0,-5.8,-0.8
Jay Harri,RA,23,20,333,9.3,0.485,0.323,0.242,2.0,9.9,6.1,21.2,1.3,0.2,19.9,22.4,,-0.4,0.3,-0.1,-0.011,,-3.5,-1.8,-5.3,-0.5
Jay Harri,DE,23,9,145,4.0,0.393,0.538,0.103,4.4,7.1,5.7,18.3,1.3,0.0,26.9,16.2,,-0.3,0.0,-0.3,-0.091,,-4.6,-2.5,-7.1,-0.3
Joe Harri,CA,24,10,331,12.6,0.509,0.445,0.233,3.7,13.8,8.8,12.1,1.2,0.5,11.5,24.0,,0.0,0.4,0.4,0.062,,-0.1,-0.7,-0.8,0.2
Manny Harri,LO,26,8,320,16.7,0.522,0.222,0.386,3.6,15.3,9.2,16.7,2.3,0.8,13.1,27.5,,0.1,0.3,0.4,0.063,,-0.6,-0.7,-1.3,0.1
Manny Harri,TOT,26,18,614,18.0,0.540,0.236,0.315,3.9,16.0,9.9,16.6,2.1,1.3,12.2,26.4,,0.6,0.5,1.1,0.087,,0.3,-0.8,-0.4,0.4
Manny Harri,TE,26,10,294,19.5,0.560,0.252,0.237,4.2,16.8,10.6,16.6,1.8,1.9,11.0,25.2,,0.5,0.2,0.7,0.112,,1.4,-0.9,0.5,0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Ramon Harri,FO,27,22,314,11.9,0.553,0.818,0.227,2.1,17.7,9.7,9.4,1.6,1.8,6.7,14.5,,0.4,0.4,0.7,0.113,,0.5,0.3,0.9,0.4
Ramon Harri,TOT,27,47,1160,12.4,0.514,0.637,0.260,2.5,23.0,12.7,9.8,2.1,1.8,10.3,16.5,,0.5,2.1,2.5,0.105,,-0.4,2.3,1.9,1.9
Ramon Harri,IO,27,25,846,12.6,0.501,0.576,0.271,2.6,25.0,13.8,9.9,2.4,1.8,11.5,17.2,,0.1,1.7,1.8,0.103,,-0.8,3.1,2.3,1.5
Tyler Harve,ER,22,37,984,10.4,0.490,0.551,0.162,1.3,9.6,5.3,9.4,1.9,0.4,10.6,22.5,,-0.3,0.5,0.2,0.009,,-0.9,-2.8,-3.7,-0.7
Corey Hawkin,ID,24,30,904,15.6,0.595,0.494,0.220,1.8,11.2,6.5,13.3,1.8,0.7,10.2,18.8,,1.6,0.9,2.4,0.129,,1.6,-0.4,1.2,1.2
Corey Hawkin,TOT,24,39,993,14.5,0.578,0.497,0.209,1.8,11.5,6.6,12.8,1.8,0.7,10.2,18.5,,1.4,1.0,2.4,0.117,,1.0,-0.4,0.6,1.1
Corey Hawkin,SF,24,9,89,2.8,0.353,0.538,0.077,1.4,14.1,8.0,7.7,1.1,1.0,10.0,15.0,,-0.1,0.1,0.0,-0.010,,-5.4,-0.5,-5.9,-0.1
Justin Hawkin,LO,30,41,1121,11.2,0.515,0.430,0.188,4.2,14.3,9.1,8.8,1.3,1.1,10.3,17.8,,0.5,0.7,1.2,0.052,,-0.9,-0.8,-1.7,0.1
Lazar Haywar,LO,29,12,164,7.1,0.467,0.164,0.382,9.0,11.1,10.0,4.4,1.2,0.0,15.7,19.8,,-0.1,0.1,0.0,-0.014,,-4.7,-2.9,-7.7,-0.4
Reggie Hear,RE,24,48,1240,12.8,0.636,0.693,0.195,2.0,15.1,8.6,6.8,1.1,1.4,12.1,16.3,,1.9,0.8,2.7,0.104,,1.9,-0.9,1.0,1.6
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Marshall Henderso,RE,25,4,44,16.2,0.540,0.880,0.000,4.8,7.0,6.0,6.5,3.1,0.0,3.8,24.1,,0.1,0.0,0.1,0.103,,4.3,-3.9,0.4,0.0
Pierre Henderson-Nile,IO,28,11,128,2.3,0.512,0.000,0.500,3.5,14.7,9.1,4.4,2.3,2.0,45.0,9.2,,-0.2,0.2,0.0,-0.011,,-6.9,3.6,-3.3,-0.1
Xavier Henr,SA,24,9,169,21.4,0.601,0.230,0.770,3.2,13.5,8.3,6.1,2.0,1.5,13.4,34.3,,0.3,0.2,0.5,0.136,,-1.1,-3.8,-4.9,-0.2
Stephan Hick,FO,23,32,509,17.4,0.571,0.294,0.571,7.9,11.8,9.8,5.8,1.9,1.2,7.8,19.9,,1.1,0.5,1.6,0.156,,0.9,-0.9,0.0,0.4
Darrun Hilliar,GR,22,3,99,27.9,0.644,0.490,0.392,1.2,11.9,6.6,14.8,3.6,1.8,10.5,30.1,,0.4,0.1,0.5,0.221,,6.8,-1.8,5.0,0.3
Darington Hobso,SA,28,44,1532,16.4,0.523,0.370,0.209,4.1,20.9,12.5,22.6,2.0,1.6,13.9,24.2,,0.4,2.1,2.5,0.079,,0.6,1.4,2.0,2.5
John Hollan,CA,27,37,1119,18.2,0.637,0.392,0.314,2.8,8.8,5.8,10.3,2.0,0.4,9.9,20.1,,2.8,1.4,4.2,0.179,,3.7,0.1,3.8,2.7
Tu Hollowa,TE,26,46,1636,21.8,0.610,0.332,0.474,1.8,8.0,4.9,27.9,1.9,0.2,13.4,25.6,,5.4,0.3,5.8,0.169,,5.1,-2.8,2.3,2.9
Kammeon Holse,GR,25,46,979,13.3,0.586,0.011,0.407,10.7,15.2,13.0,4.9,0.9,1.4,15.3,17.3,,1.3,0.4,1.7,0.081,,-0.4,-1.5,-1.9,0.0
Michael Holyfiel,TOT,23,40,526,12.3,0.578,0.000,0.560,15.4,21.5,18.5,2.0,0.7,5.2,24.0,14.8,,0.2,0.7,1.0,0.090,,-4.0,0.8,-3.3,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Michael Holyfiel,LO,23,18,249,15.1,0.608,0.000,0.673,16.1,17.8,16.9,2.3,0.8,7.1,21.1,14.6,,0.3,0.3,0.6,0.109,,-2.5,1.4,-1.1,0.1
Michael Holyfiel,IO,23,22,277,9.7,0.548,0.000,0.456,14.8,24.8,19.8,1.6,0.5,3.4,26.8,14.9,,-0.1,0.5,0.4,0.073,,-5.5,0.2,-5.3,-0.4
Jon Horfor,CA,24,32,596,10.7,0.452,0.292,0.139,12.2,29.8,21.0,6.9,0.5,1.6,12.1,12.7,,0.2,1.0,1.2,0.096,,-2.5,1.6,-0.9,0.3
Josh Huesti,OK,24,25,801,11.3,0.480,0.485,0.256,5.4,11.8,8.6,4.2,1.0,3.6,8.6,18.9,,-0.1,0.8,0.8,0.047,,-1.7,0.6,-1.2,0.3
Troy Huf,ER,23,7,95,6.2,0.403,0.500,0.267,0.0,11.5,5.5,3.2,4.8,0.0,13.0,17.9,,-0.2,0.1,-0.1,-0.041,,-5.4,-0.4,-5.7,-0.1
R.J. Hunte,MA,22,8,246,11.8,0.479,0.524,0.262,2.3,13.3,7.9,15.6,3.0,1.5,15.5,24.1,,-0.2,0.3,0.1,0.021,,-1.6,0.4,-1.2,0.1
Vincent Hunte,RE,21,32,1020,25.7,0.623,0.011,0.596,14.4,22.7,18.7,6.9,1.4,3.7,10.0,24.9,,3.7,1.2,4.9,0.229,,2.4,0.3,2.7,2.0
Travis Hyma,FO,28,8,101,12.6,0.476,0.000,0.778,12.9,25.3,18.9,4.2,2.9,6.3,22.5,13.6,,0.0,0.2,0.2,0.083,,-5.0,4.9,-0.2,0.1
Damien Ingli,TOT,20,16,343,15.6,0.514,0.304,0.304,5.0,20.2,12.8,12.2,3.0,0.7,12.8,22.9,,0.0,0.6,0.7,0.095,,-0.9,1.0,0.1,0.3
Damien Ingli,CA,20,3,65,13.5,0.471,0.300,0.300,12.0,13.7,12.9,12.0,2.3,1.2,15.0,26.8,,0.0,0.1,0.1,0.037,,-1.5,0.1,-1.4,0.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Damien Ingli,WE,20,13,278,16.0,0.526,0.306,0.306,3.3,21.7,12.8,12.3,3.2,0.6,12.2,22.0,,0.1,0.5,0.6,0.108,,-0.7,1.1,0.5,0.3
Andre Ingra,LO,30,50,1319,14.9,0.689,0.673,0.254,1.4,10.6,5.8,7.9,2.0,0.6,6.9,13.1,,3.3,0.8,4.2,0.151,,3.3,-0.6,2.7,2.6
JR Inma,WE,28,2,13,15.1,0.644,0.000,0.667,17.8,8.3,12.9,0.0,0.0,0.0,0.0,13.1,,0.0,0.0,0.1,0.202,,1.0,-6.2,-5.2,0.0
Kadeem Jac,TOT,23,43,599,21.1,0.627,0.145,0.380,11.6,20.9,16.3,2.4,1.0,3.1,10.3,23.1,,1.5,0.6,2.1,0.172,,-0.2,-2.7,-2.9,-0.2
Kadeem Jac,RE,23,28,411,24.0,0.685,0.179,0.441,10.9,23.1,17.1,1.1,0.8,3.6,10.8,23.8,,1.4,0.4,1.9,0.217,,1.0,-3.6,-2.6,-0.1
Kadeem Jac,FO,23,15,188,14.8,0.477,0.066,0.237,13.3,16.0,14.6,5.2,1.6,2.1,8.7,21.5,,0.1,0.2,0.3,0.072,,-2.7,-0.8,-3.5,-0.1
Charles Jackso,DE,22,6,131,18.4,0.568,0.000,0.333,17.8,21.7,19.7,5.6,2.2,4.1,11.7,13.8,,0.3,0.2,0.4,0.158,,0.6,1.7,2.2,0.2
Pierre Jackso,ID,24,8,164,8.8,0.460,0.405,0.162,2.7,11.1,6.9,19.9,1.2,1.0,18.5,26.3,,-0.3,0.1,-0.2,-0.052,,-4.3,-1.9,-6.2,-0.3
Rick Jackso,DE,26,27,601,14.9,0.565,0.000,0.199,8.5,23.6,15.8,6.1,1.3,3.7,13.8,14.7,,0.6,0.6,1.2,0.094,,-2.0,1.2,-0.8,0.3
Rick Jackso,TOT,26,30,655,15.3,0.581,0.000,0.203,8.1,22.4,15.0,6.1,1.2,3.8,13.5,14.4,,0.8,0.6,1.4,0.104,,-1.8,1.3,-0.5,0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Rick Jackso,IO,26,3,54,19.5,0.812,0.000,0.273,4.1,8.2,6.2,6.3,0.9,4.8,7.5,10.9,,0.2,0.1,0.3,0.224,,1.3,2.0,3.3,0.1
Traevon Jackso,IO,23,25,358,12.7,0.505,0.218,0.261,2.8,9.3,6.0,14.6,3.2,0.2,12.5,18.6,,0.1,0.6,0.7,0.088,,-1.7,0.8,-0.9,0.2
Ra'shad Jame,WE,26,15,416,17.2,0.574,0.286,0.186,4.2,12.9,8.7,6.7,1.4,0.0,9.7,25.1,,0.5,0.4,0.9,0.108,,0.8,-2.6,-1.8,0.0
Cory Jefferso,BA,25,19,633,18.9,0.588,0.188,0.375,8.6,24.8,16.5,6.9,0.9,2.6,11.4,21.8,,1.2,0.6,1.8,0.137,,0.2,-0.7,-0.5,0.4
Brandon Jenning,GR,26,1,27,15.3,0.557,0.556,0.222,0.0,13.1,6.6,68.5,0.0,0.0,33.6,24.6,,0.0,0.0,0.0,0.019,,-0.2,-7.8,-8.0,-0.1
Dakari Johnso,OK,20,50,1381,17.9,0.550,0.002,0.418,10.2,20.3,15.2,11.8,1.2,3.4,12.5,19.4,,1.9,2.0,3.8,0.134,,-0.6,2.6,2.0,2.3
Jaron Johnso,RI,23,50,1821,14.9,0.559,0.416,0.390,4.8,10.9,7.9,12.3,1.4,0.9,13.9,21.3,,2.6,0.4,3.0,0.078,,1.4,-2.1,-0.7,1.0
Melvin Johnso,RA,25,30,525,13.7,0.543,0.481,0.270,2.4,17.6,10.2,7.2,2.0,0.3,13.0,24.9,,0.0,0.7,0.7,0.060,,-1.3,-1.8,-3.0,-0.2
Melvin Johnso,TOT,25,35,593,13.6,0.548,0.490,0.284,2.3,17.2,10.0,7.6,1.8,0.3,13.2,24.5,,0.1,0.7,0.8,0.061,,-1.1,-2.1,-3.3,-0.3
Melvin Johnso,MA,25,1,7,-10.9,0.129,0.667,0.667,0.0,15.6,7.9,17.2,0.0,0.0,0.0,24.2,,-0.1,0.0,0.0,-0.318,,-11.6,-4.8,-16.5,0.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Melvin Johnso,TE,25,3,36,18.5,0.666,0.462,0.615,0.0,18.2,9.3,16.7,0.0,0.0,10.8,22.1,,0.1,0.0,0.1,0.196,,2.7,-4.6,-1.9,0.0
Melvin Johnso,GR,25,1,25,10.5,0.688,0.750,0.000,4.7,9.4,7.1,0.0,2.0,0.0,27.3,19.6,,0.0,0.0,0.0,-0.004,,-1.1,-5.2,-6.3,0.0
Nick Johnso,AU,23,34,982,9.7,0.481,0.278,0.240,2.7,11.2,7.1,15.7,1.8,0.8,17.8,20.5,,-0.7,1.2,0.5,0.026,,-2.4,0.7,-1.7,0.1
Omari Johnso,MA,26,50,1522,15.8,0.579,0.596,0.109,4.8,18.6,11.8,7.4,1.2,1.6,9.5,21.4,,2.0,1.6,3.6,0.113,,2.0,-0.9,1.1,1.9
Orlando Johnso,AU,26,30,961,17.0,0.572,0.332,0.393,4.0,13.7,9.1,13.8,0.9,1.0,11.0,21.2,,2.0,1.0,3.1,0.153,,1.9,0.0,1.9,1.6
Tyrone Johnso,RI,23,23,301,6.5,0.423,0.430,0.256,1.4,9.9,5.6,10.1,1.9,0.3,12.8,14.9,,-0.2,0.1,-0.1,-0.020,,-3.9,-2.5,-6.3,-0.5
Dahntay Jone,GR,35,43,1534,15.8,0.667,0.200,0.603,2.1,11.8,6.9,10.6,1.2,0.4,13.9,17.1,,3.8,0.4,4.2,0.131,,2.6,-1.2,1.4,2.2
Jamal Jone,DE,22,13,201,6.7,0.476,0.486,0.114,3.2,8.5,5.7,7.1,1.7,0.8,14.0,17.9,,-0.2,0.1,-0.1,-0.021,,-2.7,-2.2,-5.0,-0.2
Lazeric Jone,IO,25,21,767,14.8,0.544,0.266,0.273,2.0,10.7,6.4,22.1,2.3,1.0,16.4,21.4,,0.5,1.1,1.6,0.100,,0.3,1.2,1.5,1.1
Perry Jone,IO,24,5,165,10.1,0.458,0.261,0.101,1.3,23.5,12.4,8.1,1.2,0.5,12.2,21.9,,-0.2,0.3,0.0,0.003,,-5.2,-0.2,-5.5,-0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Tyus Jone,ID,19,6,211,23.3,0.593,0.395,0.109,2.1,10.2,6.1,28.3,2.1,0.4,10.1,29.2,,0.5,0.2,0.8,0.172,,5.3,-1.9,3.4,0.5
Verdell Jone,SA,26,50,1550,15.8,0.553,0.316,0.302,2.3,8.9,5.6,19.6,2.0,0.7,12.1,23.0,,1.4,1.4,2.8,0.087,,0.7,-1.2,-0.5,1.0
John Jorda,TOT,23,33,505,11.9,0.534,0.124,0.400,3.1,9.6,6.3,23.3,2.8,0.6,22.0,18.8,,0.0,0.5,0.4,0.042,,-2.4,-0.6,-3.0,-0.2
John Jorda,DE,23,8,119,11.5,0.468,0.081,0.351,2.7,8.6,5.5,19.3,4.4,1.3,19.0,18.6,,-0.1,0.1,0.0,0.014,,-3.4,0.8,-2.6,0.0
John Jorda,RA,23,15,189,7.0,0.481,0.224,0.571,3.6,10.7,7.2,20.0,1.8,0.4,26.4,19.2,,-0.3,0.2,-0.1,-0.021,,-4.8,-0.5,-5.3,-0.3
John Jorda,ER,23,10,197,16.9,0.624,0.068,0.288,2.8,9.2,5.9,28.8,2.8,0.5,19.4,18.5,,0.3,0.2,0.5,0.118,,0.5,-1.5,-1.0,0.1
Rysheed Jorda,DE,21,11,181,8.6,0.497,0.557,0.304,2.9,5.0,3.9,14.0,2.4,0.4,19.0,25.7,,-0.3,0.1,-0.2,-0.046,,-2.0,-3.5,-5.5,-0.3
Myck Kabong,ER,24,43,948,9.9,0.487,0.223,0.423,1.6,13.3,7.2,23.5,2.1,0.4,20.7,18.5,,-0.6,0.7,0.1,0.003,,-3.1,-1.0,-4.1,-0.8
Tre Kelle,SF,31,31,1114,13.1,0.511,0.276,0.280,1.0,6.6,3.9,23.9,2.0,0.5,15.8,22.5,,0.4,1.5,1.9,0.084,,-0.7,-0.8,-1.5,0.2
Ryan Kell,LO,24,7,250,28.1,0.635,0.264,0.521,5.5,17.3,11.2,15.0,1.8,4.7,7.5,27.4,,1.0,0.3,1.3,0.252,,5.1,0.7,5.8,0.8
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Sean Kilpatric,DE,26,28,1074,19.6,0.601,0.383,0.376,2.5,8.8,5.5,9.2,1.4,0.3,10.2,26.8,,2.3,0.3,2.6,0.115,,3.3,-3.4,-0.1,0.9
Mac Koshwa,BA,28,15,335,11.6,0.519,0.000,0.288,13.1,22.6,17.7,8.3,1.6,0.3,17.4,10.5,,0.3,0.3,0.6,0.088,,-1.3,0.8,-0.5,0.2
Mac Koshwa,TOT,28,32,807,12.1,0.482,0.000,0.326,13.4,20.8,17.1,7.5,2.4,1.1,17.0,12.9,,0.2,1.0,1.2,0.073,,-2.4,1.8,-0.6,0.5
Mac Koshwa,SA,28,17,472,12.4,0.464,0.000,0.345,13.7,19.5,16.6,7.0,2.9,1.7,16.8,14.7,,-0.1,0.7,0.6,0.063,,-3.2,2.5,-0.7,0.2
Michale Kyse,RA,24,43,623,12.0,0.494,0.045,0.221,11.4,15.1,13.3,3.3,1.1,4.4,11.1,13.3,,0.3,0.8,1.2,0.090,,-3.0,1.6,-1.4,0.2
Cady Lallan,AU,23,50,1305,18.2,0.557,0.345,0.307,11.4,20.2,16.0,5.9,0.9,4.0,14.1,23.8,,1.6,2.1,3.6,0.134,,0.4,0.6,1.0,1.6
David Laur,DE,25,44,1105,15.8,0.542,0.265,0.407,8.0,26.7,17.0,10.7,1.5,1.9,14.6,19.2,,0.9,1.0,1.9,0.083,,-0.7,0.4,-0.3,0.8
Gani Lawa,RE,27,9,104,17.8,0.622,0.000,0.421,20.5,32.7,26.7,4.3,0.4,5.2,27.4,24.4,,0.0,0.1,0.2,0.078,,-4.1,-0.8,-4.9,-0.1
Gani Lawa,WE,27,17,308,16.9,0.588,0.000,0.500,14.6,30.7,23.0,2.6,0.6,2.6,20.8,23.3,,0.1,0.5,0.6,0.094,,-4.2,-2.0,-6.2,-0.5
Gani Lawa,DE,27,10,149,6.5,0.483,0.000,0.564,7.8,22.1,14.7,3.8,0.6,6.7,29.1,19.4,,-0.4,0.2,-0.2,-0.075,,-8.7,1.2,-7.5,-0.3
