GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Chris Bab,MA,24,45,1562,15.3,0.578,0.588,0.250,2.5,14.6,8.5,12.2,1.3,0.4,7.1,18.2,,3.1,1.8,4.9,0.151,,2.7,0.0,2.8,3.1
Jordan Bachynsk,WE,25,18,342,13.2,0.513,0.000,0.314,10.5,20.5,15.3,1.9,0.7,9.8,20.5,18.6,,-0.4,0.5,0.1,0.019,,-6.5,2.4,-4.1,-0.3
Travis Bade,RI,23,22,653,9.7,0.586,0.829,0.118,1.2,3.8,2.5,5.3,1.1,0.1,7.7,15.0,,1.0,0.0,1.0,0.070,,1.7,-3.0,-1.4,0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Maurice Bake,SA,35,19,250,13.0,0.527,0.115,0.103,3.9,12.1,8.2,19.4,2.5,0.0,14.7,16.1,,0.2,0.5,0.6,0.118,,-2.0,1.3,-0.8,0.1
Renaldo Balkma,TE,30,32,962,21.8,0.638,0.084,0.375,11.9,19.9,16.0,6.2,3.3,2.4,13.6,19.8,,2.2,1.5,3.7,0.183,,2.0,1.8,3.8,2.3
Kelsey Barlo,GR,23,45,982,11.1,0.525,0.457,0.213,1.9,11.6,6.9,10.8,2.2,0.3,10.2,15.4,,0.7,1.3,2.1,0.101,,-0.4,0.9,0.5,1.0
Andre Barret,WE,32,36,1107,12.5,0.506,0.372,0.187,1.8,8.4,5.0,21.8,1.6,0.2,12.9,20.1,,0.4,0.5,0.9,0.039,,-0.1,-2.1,-2.2,-0.1
Earl Barro,BA,33,26,846,18.6,0.543,0.183,0.286,12.6,23.0,17.7,7.1,1.1,1.2,12.3,27.0,,0.9,1.3,2.1,0.122,,-0.7,-0.9,-1.6,0.2
Kadeem Batt,ER,23,43,996,12.4,0.482,0.005,0.311,9.4,17.5,13.4,3.6,0.8,1.6,8.9,21.0,,0.1,1.0,1.1,0.055,,-3.8,-1.5,-5.3,-1.4
George Beamo,TOT,23,18,212,8.8,0.491,0.467,0.400,6.1,12.7,9.5,8.8,2.5,0.0,17.2,12.5,,0.0,0.3,0.3,0.069,,-2.1,1.0,-1.1,0.1
George Beamo,TE,23,6,64,13.8,0.566,0.263,0.263,11.6,8.0,9.8,13.0,2.2,0.0,15.9,16.2,,0.1,0.0,0.1,0.098,,0.7,-1.1,-0.4,0.0
George Beamo,OK,23,12,148,6.7,0.441,0.615,0.500,3.7,14.8,9.3,7.0,2.6,0.0,18.1,10.9,,-0.1,0.2,0.2,0.057,,-3.3,1.9,-1.4,0.0
Chane Behana,RI,22,13,120,14.8,0.516,0.021,0.447,16.9,18.4,17.6,3.4,3.7,0.6,19.9,22.1,,0.0,0.1,0.1,0.039,,-3.7,-1.2,-4.8,-0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jerrelle Benimo,ID,23,44,1533,22.5,0.632,0.050,0.357,9.8,25.2,17.3,20.7,1.5,2.3,18.1,23.3,,3.2,0.9,4.1,0.129,,2.7,1.6,4.3,4.0
Davion Berr,MA,23,15,306,13.5,0.572,0.392,0.418,1.0,12.6,6.8,18.0,1.5,0.7,10.5,15.1,,0.6,0.4,0.9,0.143,,-0.1,0.0,-0.2,0.2
Travis Betra,ER,23,2,12,-11.4,0.073,0.500,0.333,9.3,0.0,4.7,0.0,4.2,0.0,0.0,25.3,,-0.1,0.0,-0.1,-0.394,,-13.8,-4.7,-18.5,-0.1
Sim Bhulla,RE,22,39,1006,19.1,0.720,0.000,0.399,10.4,23.3,16.4,4.0,0.4,9.6,16.9,12.3,,2.2,0.8,3.0,0.143,,-0.4,3.1,2.7,2.0
Khem Birc,SF,22,49,1292,23.1,0.715,0.000,0.548,15.4,25.3,20.5,7.0,1.2,5.6,13.7,15.3,,4.5,2.1,6.6,0.245,,3.0,3.4,6.4,4.5
Tony Bisho,RI,25,50,1594,16.1,0.572,0.397,0.239,9.9,16.5,13.1,7.9,1.7,1.8,12.1,18.2,,2.8,1.1,3.9,0.117,,1.7,0.1,1.8,2.5
Tarik Blac,LO,23,1,33,28.1,0.691,0.071,0.429,12.8,24.0,18.6,14.5,0.0,0.0,0.0,20.1,,0.2,0.0,0.2,0.317,,6.6,-3.9,2.7,0.1
Vander Blu,LO,22,49,1825,18.9,0.558,0.202,0.361,3.1,11.6,7.5,21.5,2.3,0.3,11.8,25.4,,3.1,0.7,3.8,0.099,,2.5,-1.6,0.9,2.2
John Bohanno,ER,23,49,1186,16.2,0.546,0.029,0.402,13.4,25.2,19.2,8.0,1.0,2.9,13.5,17.4,,1.6,1.7,3.3,0.132,,-0.8,1.5,0.8,1.4
Josh Bosti,GR,27,15,269,12.5,0.545,0.427,0.268,2.5,18.0,10.4,11.4,2.1,0.6,14.9,17.6,,0.1,0.4,0.6,0.100,,-1.2,1.1,-0.1,0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Matt Bouldi,FO,27,12,401,15.3,0.548,0.420,0.341,2.7,9.0,5.7,18.3,2.3,0.0,11.7,19.7,,0.5,0.6,1.1,0.134,,1.3,0.5,1.8,0.6
Jay Bowi,DE,22,2,29,11.2,0.417,0.667,0.000,3.7,11.5,7.5,9.1,4.9,0.0,0.0,8.7,,0.0,0.0,0.1,0.087,,-1.1,2.0,0.9,0.0
Alec Brow,BA,22,17,314,12.5,0.499,0.415,0.198,5.9,13.8,9.8,7.3,1.0,8.8,12.2,17.0,,0.0,0.6,0.6,0.091,,-2.9,4.1,1.2,0.4
Jabari Brow,LO,22,39,1362,18.2,0.588,0.326,0.424,4.3,7.5,5.9,9.5,1.3,0.4,11.0,26.6,,2.9,-0.1,2.8,0.099,,2.7,-4.1,-1.4,0.3
Lorenzo Brow,GR,24,18,567,17.6,0.588,0.231,0.231,3.3,13.7,8.6,19.8,2.9,0.7,20.1,25.0,,0.3,0.9,1.2,0.104,,0.7,1.7,2.4,1.0
Markel Brow,MA,23,1,8,35.4,0.717,0.500,0.500,0.0,13.4,6.7,0.0,6.4,0.0,0.0,26.9,,0.0,0.0,0.1,0.412,,7.2,-2.9,4.3,0.0
Sherwood Brow,MA,23,36,381,12.7,0.512,0.630,0.076,6.2,19.4,12.8,9.0,1.5,1.2,6.1,15.2,,0.4,0.6,1.0,0.124,,-0.2,0.2,0.0,0.3
William Bufor,CA,25,11,167,10.9,0.585,0.309,0.164,1.4,18.3,10.0,9.0,1.3,1.5,21.3,20.8,,-0.1,0.3,0.2,0.061,,-3.5,0.4,-3.1,-0.1
William Bufor,TOT,25,36,775,10.5,0.558,0.357,0.113,2.1,13.9,8.1,7.0,1.7,0.6,14.4,16.0,,0.2,0.7,0.9,0.054,,-2.0,-0.4,-2.3,-0.1
William Bufor,TE,25,25,608,10.3,0.550,0.372,0.098,2.3,12.7,7.6,6.5,1.8,0.4,12.0,14.7,,0.2,0.4,0.7,0.052,,-1.5,-0.6,-2.1,0.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Reggie Bulloc,BA,23,4,141,25.4,0.625,0.377,0.232,6.6,23.0,14.6,12.4,2.0,2.9,6.2,23.4,,0.5,0.3,0.8,0.256,,4.0,1.3,5.3,0.4
Jordan Burri,RE,22,3,20,-3.3,0.188,0.875,0.000,4.6,20.7,12.1,0.0,0.0,0.0,0.0,14.7,,-0.1,0.0,-0.1,-0.184,,-9.7,-7.9,-17.6,-0.1
Tre Busse,ID,23,38,777,7.2,0.446,0.342,0.171,1.4,7.8,4.5,16.2,1.9,0.6,18.2,21.0,,-1.4,0.0,-1.4,-0.085,,-4.7,-2.5,-7.2,-1.7
Dwight Buyck,OK,25,10,344,17.6,0.500,0.304,0.146,3.5,17.3,10.5,29.6,3.0,1.2,14.2,25.6,,0.2,0.7,0.8,0.114,,1.5,2.7,4.3,0.9
Bruno Cabocl,FO,19,7,62,3.8,0.376,0.387,0.065,10.3,12.8,11.5,0.0,0.8,6.7,18.0,27.6,,-0.3,0.1,-0.2,-0.131,,-10.7,-2.3,-13.0,-0.3
Jason Callist,MA,25,40,812,12.4,0.587,0.578,0.264,1.6,11.6,6.6,12.7,1.5,0.2,12.7,17.9,,1.0,0.9,1.9,0.111,,0.7,-0.8,-0.1,0.6
Isaiah Canaa,RI,23,4,144,13.2,0.517,0.632,0.441,1.3,8.4,4.8,31.6,0.9,0.0,19.0,26.3,,0.1,0.0,0.1,0.025,,0.4,-4.7,-4.3,-0.1
Clint Capel,RI,20,38,928,25.6,0.613,0.007,0.406,15.7,23.5,19.5,4.8,1.4,8.3,12.4,23.0,,2.2,1.3,3.5,0.183,,0.3,2.1,2.4,1.7
Joonas Cave,DE,22,24,257,8.5,0.513,0.839,0.276,0.4,17.2,8.7,3.9,1.1,3.1,10.1,17.8,,-0.1,0.2,0.2,0.030,,-2.6,-1.7,-4.2,-0.2
Joonas Cave,TOT,22,36,396,6.5,0.450,0.841,0.217,2.8,14.6,8.6,2.8,1.3,2.7,9.6,17.0,,-0.3,0.2,-0.1,-0.013,,-3.3,-2.4,-5.7,-0.6
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Joonas Cave,RE,22,12,139,2.9,0.336,0.843,0.118,7.2,9.7,8.4,0.8,1.5,1.8,8.5,15.5,,-0.3,0.0,-0.3,-0.092,,-4.5,-3.8,-8.3,-0.4
Keith Chamberlai,RE,27,5,76,6.2,0.570,0.143,1.143,6.0,12.2,8.9,4.2,2.8,0.0,27.5,7.0,,0.0,0.0,0.0,0.021,,-2.7,0.0,-2.7,0.0
Patrick Christophe,IO,26,7,255,10.5,0.533,0.432,0.084,1.7,8.0,4.9,8.1,0.8,0.3,10.9,19.0,,0.1,0.1,0.2,0.033,,-0.5,-2.6,-3.2,-0.1
Semaj Christo,OK,22,44,1555,15.1,0.507,0.068,0.379,2.6,8.3,5.5,25.7,2.2,0.4,14.6,25.2,,0.8,2.0,2.8,0.087,,-0.6,0.6,-0.1,1.2
Earl Clar,RI,27,6,206,19.3,0.549,0.366,0.206,3.3,20.0,11.5,6.9,0.9,6.9,11.7,29.7,,0.1,0.2,0.3,0.076,,-1.8,-0.5,-2.3,0.0
Ian Clar,ID,23,7,224,10.5,0.539,0.460,0.103,0.5,7.5,3.9,12.5,1.7,1.0,15.7,20.5,,-0.1,0.0,-0.1,-0.014,,-1.7,-2.7,-4.4,-0.2
Jordan Clarkso,LO,22,5,180,19.3,0.558,0.196,0.228,4.1,9.9,7.1,33.7,1.0,0.4,14.4,26.2,,0.3,0.0,0.3,0.087,,2.5,-3.8,-1.2,0.1
Kris Clar,WE,29,16,202,3.4,0.289,0.559,0.044,2.6,7.3,4.9,13.7,3.5,0.0,11.5,16.9,,-0.6,0.2,-0.4,-0.099,,-5.4,-0.8,-6.2,-0.4
Russ Conle,ER,23,3,11,0.3,0.307,0.000,0.500,20.3,10.3,15.3,0.0,0.0,0.0,17.0,23.6,,0.0,0.0,0.0,-0.169,,-11.0,-7.8,-18.8,-0.1
Jack Coole,ID,23,20,616,23.5,0.614,0.083,0.437,17.7,26.8,22.1,5.4,1.1,3.1,9.9,20.9,,1.9,0.4,2.3,0.178,,1.9,-1.1,0.8,0.7
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Bryce Cotto,AU,22,34,1368,18.2,0.604,0.359,0.286,3.4,9.0,6.3,17.5,1.5,0.3,12.1,22.2,,3.6,0.9,4.4,0.155,,3.9,-1.5,2.4,2.5
Daniel Course,ER,22,50,1254,13.5,0.543,0.002,0.134,10.1,16.8,13.4,4.5,1.4,5.0,16.6,18.0,,0.2,1.7,2.0,0.076,,-2.6,2.2,-0.3,0.9
Nick Covingto,ID,29,5,126,12.0,0.557,0.500,0.278,2.5,11.6,7.0,14.2,2.3,1.2,16.5,16.3,,0.1,0.0,0.1,0.044,,-0.9,-1.0,-1.9,0.0
Nick Covingto,WE,29,8,177,8.5,0.435,0.451,0.085,1.8,8.9,5.2,19.9,1.7,0.0,10.9,20.3,,-0.1,0.1,0.0,-0.009,,-2.2,-2.8,-5.0,-0.2
Nick Covingto,TOT,29,13,303,9.9,0.478,0.467,0.150,2.1,10.1,6.0,17.5,2.0,0.5,13.0,18.6,,-0.1,0.1,0.1,0.013,,-1.6,-2.1,-3.7,-0.2
Aaron Craf,SA,23,50,1803,13.1,0.528,0.297,0.345,1.8,11.6,7.0,22.0,3.4,0.6,16.6,12.2,,1.6,3.7,5.3,0.141,,-0.4,3.7,3.3,4.0
Chris Crawfor,CA,22,49,1323,11.1,0.488,0.560,0.128,2.2,14.7,8.5,19.8,1.9,0.5,15.0,18.4,,0.1,2.1,2.2,0.080,,-0.4,1.1,0.7,1.5
Drew Crawfor,ER,24,50,1683,14.2,0.556,0.286,0.241,3.3,17.1,10.2,8.7,1.4,0.6,12.0,21.4,,1.2,1.7,3.0,0.085,,0.0,-0.3,-0.4,1.1
Joe Crawfor,ER,28,18,305,10.1,0.488,0.289,0.175,3.3,7.8,5.5,10.7,1.2,0.3,7.9,16.4,,0.1,0.2,0.3,0.052,,-1.6,-1.6,-3.2,-0.2
Jordan Crawfor,FO,26,8,286,16.5,0.477,0.391,0.207,2.6,15.0,8.6,21.9,1.9,0.0,9.1,32.1,,0.0,0.5,0.4,0.070,,1.0,-0.5,0.5,0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Markeith Cumming,WE,26,19,357,11.0,0.524,0.149,0.624,4.7,7.9,6.3,11.8,2.6,0.2,17.9,19.1,,-0.1,0.3,0.2,0.028,,-2.6,-0.9,-3.4,-0.2
Markeith Cumming,BA,26,2,13,3.1,0.250,0.250,0.000,8.0,8.3,8.1,0.0,3.6,0.0,0.0,12.5,,0.0,0.0,0.0,-0.019,,-7.3,-1.1,-8.4,0.0
Markeith Cumming,TOT,26,29,515,10.0,0.520,0.224,0.510,4.6,7.8,6.2,9.2,2.6,0.2,16.7,17.8,,-0.1,0.4,0.3,0.032,,-2.5,-0.7,-3.2,-0.3
Markeith Cumming,SF,26,8,145,8.0,0.531,0.421,0.263,4.0,7.5,5.8,3.8,2.8,0.0,14.2,15.1,,0.0,0.1,0.1,0.046,,-1.8,-0.3,-2.1,0.0
Jared Cunningha,TOT,23,29,993,15.0,0.579,0.429,0.620,3.1,6.8,4.9,13.4,1.6,0.7,14.9,23.4,,1.2,0.3,1.5,0.071,,1.0,-2.4,-1.4,0.3
Jared Cunningha,ID,23,11,348,19.0,0.605,0.439,0.806,3.4,8.1,5.7,15.0,1.1,0.9,12.1,26.1,,0.9,-0.1,0.9,0.121,,3.0,-3.8,-0.8,0.2
Jared Cunningha,DE,23,18,645,12.9,0.561,0.424,0.507,3.0,6.2,4.6,12.6,1.9,0.6,16.7,21.9,,0.3,0.3,0.6,0.044,,-0.1,-1.6,-1.7,0.1
Seth Curr,ER,24,43,1589,20.7,0.640,0.466,0.262,1.1,10.7,5.9,19.1,2.0,0.1,13.7,25.7,,4.4,1.5,5.8,0.176,,5.9,-1.2,4.7,4.4
Gigi Datom,GR,27,2,53,15.8,0.611,0.417,0.208,6.3,20.3,13.4,3.1,0.0,1.5,18.6,26.7,,0.0,0.1,0.1,0.076,,-2.2,-3.6,-5.8,-0.1
A.J. Davi,SF,27,49,801,9.5,0.525,0.530,0.291,1.9,14.7,8.5,6.1,1.9,0.9,15.0,18.4,,-0.3,0.9,0.5,0.031,,-2.5,-0.5,-3.0,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Josh Davi,AU,24,22,744,17.5,0.549,0.004,0.513,11.6,21.8,16.9,9.4,2.1,2.2,14.2,18.4,,1.0,1.0,2.0,0.129,,-0.1,1.9,1.8,1.2
Andre Dawkin,MA,23,7,251,9.5,0.529,0.784,0.108,2.1,5.6,3.8,10.7,1.2,0.6,14.4,22.0,,-0.1,0.2,0.1,0.028,,0.3,-2.2,-1.9,0.0
Andre Dawkin,TOT,23,37,1265,14.7,0.612,0.685,0.228,1.2,6.9,4.1,12.1,1.0,0.4,11.6,22.4,,2.2,0.7,2.9,0.109,,3.5,-2.5,1.0,1.6
Andre Dawkin,SF,23,30,1014,16.0,0.631,0.660,0.257,0.9,7.2,4.2,12.5,1.0,0.4,10.9,22.5,,2.2,0.5,2.7,0.129,,4.3,-2.6,1.7,1.5
Austin Day,ER,26,10,284,14.0,0.492,0.300,0.193,2.0,25.9,13.9,14.8,1.4,3.3,15.1,29.8,,-0.4,0.4,0.1,0.013,,-3.3,0.7,-2.6,-0.1
Justin Dentmo,TE,29,13,499,14.1,0.561,0.463,0.153,3.2,8.9,6.1,22.7,1.2,0.3,13.3,18.0,,0.9,0.2,1.0,0.100,,1.9,-1.8,0.1,0.4
Spencer Dinwiddi,GR,21,6,175,14.1,0.531,0.359,0.234,0.6,11.1,5.9,26.7,0.9,0.5,12.4,20.2,,0.3,0.2,0.4,0.118,,0.3,-1.4,-1.1,0.1
Quinton Dogget,ID,24,8,146,14.5,0.544,0.000,0.432,10.2,22.3,16.1,5.0,0.7,1.1,8.7,16.7,,0.2,0.0,0.2,0.072,,-2.7,-2.5,-5.1,-0.2
Aaron Dotso,ID,23,3,24,1.5,0.167,0.333,0.000,8.9,9.4,9.1,5.2,4.0,3.2,25.0,14.2,,-0.1,0.0,-0.1,-0.176,,-9.1,2.2,-6.8,0.0
Zoran Dragi,SF,25,4,117,12.2,0.517,0.418,0.364,4.0,8.4,6.3,16.7,2.6,0.7,19.0,29.8,,-0.1,0.1,0.0,-0.004,,-1.8,-1.6,-3.4,-0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Larry Dre,SF,24,42,1480,14.4,0.564,0.301,0.222,0.9,10.4,5.8,37.5,2.2,0.1,24.0,16.4,,2.0,1.3,3.3,0.107,,0.4,-0.8,-0.4,1.0
Michael Duniga,CA,25,24,729,15.7,0.612,0.000,0.409,8.9,18.9,14.0,5.4,1.5,3.9,18.0,17.7,,0.8,1.4,2.2,0.144,,-1.3,3.0,1.7,1.1
Cleanthony Earl,WE,23,3,122,15.0,0.498,0.250,0.214,3.5,23.2,13.0,8.8,2.5,2.1,12.8,25.1,,-0.1,0.2,0.1,0.026,,-3.2,-0.2,-3.4,-0.1
Jarell Eddi,AU,23,44,1151,14.4,0.631,0.682,0.216,1.6,12.2,7.1,5.1,1.3,0.6,11.4,18.7,,2.2,0.8,3.0,0.127,,2.4,-2.3,0.1,1.0
Fuquan Edwi,SF,23,49,1443,15.9,0.580,0.461,0.172,3.0,13.2,8.3,7.7,3.1,1.0,9.3,19.7,,1.8,1.9,3.7,0.123,,1.8,0.9,2.7,2.8
Andre Emmet,FO,32,39,1307,23.1,0.603,0.250,0.295,5.1,12.8,8.8,14.6,2.6,0.6,11.4,27.8,,2.9,2.2,5.2,0.190,,4.1,1.1,5.2,3.9
Tyler Enni,BA,20,9,302,17.8,0.556,0.321,0.150,6.2,7.5,6.8,24.3,2.5,0.5,13.4,23.2,,0.5,0.4,0.9,0.139,,2.5,0.0,2.5,0.6
Festus Ezel,SA,25,2,42,15.0,0.503,0.000,0.105,15.5,9.3,12.2,0.0,2.3,11.7,20.1,24.9,,-0.1,0.1,0.0,0.042,,-7.6,2.7,-5.0,-0.1
C.J. Fai,FO,23,50,1380,16.5,0.544,0.167,0.288,6.0,17.0,11.3,5.1,2.1,2.2,11.7,23.2,,0.7,2.6,3.3,0.114,,-1.8,1.4,-0.4,0.9
