GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Jarrid Famou,IO,26,10,328,19.9,0.571,0.000,0.326,21.4,31.2,26.3,0.9,0.8,2.6,12.1,16.6,,0.8,0.5,1.2,0.179,,-0.9,-2.6,-3.5,-0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jarrid Famou,TOT,26,27,872,21.3,0.604,0.006,0.360,18.8,30.1,24.5,2.5,0.9,3.0,15.0,20.2,,1.8,1.2,3.0,0.167,,-0.8,-1.7,-2.5,-0.2
Jarrid Famou,TE,26,17,544,22.1,0.618,0.009,0.376,17.2,29.5,23.4,3.4,1.0,3.2,16.2,22.4,,1.1,0.7,1.8,0.160,,-0.8,-1.1,-1.9,0.0
Carrick Feli,SA,24,5,128,10.0,0.448,0.370,0.152,1.7,19.8,11.2,15.1,0.8,1.9,10.9,18.1,,-0.1,0.2,0.1,0.054,,-4.0,1.3,-2.8,0.0
Brandon Field,ID,26,15,424,16.4,0.514,0.178,0.330,2.8,9.5,6.1,30.0,1.1,0.2,11.3,24.7,,0.5,-0.1,0.4,0.049,,0.4,-3.5,-3.0,-0.2
Brandon Field,GR,26,32,921,13.0,0.497,0.171,0.287,1.4,11.6,6.6,23.9,1.4,0.2,15.9,25.8,,-0.4,1.0,0.6,0.031,,-1.9,-0.5,-2.4,-0.2
Brandon Field,TOT,26,47,1345,14.0,0.502,0.173,0.301,1.9,10.9,6.4,25.8,1.3,0.2,14.5,25.5,,0.1,0.9,1.0,0.037,,-1.1,-1.5,-2.6,-0.3
Greg Foste,FO,25,1,1,-28.4,,,,0.0,0.0,0.0,0.0,50.6,0.0,100.0,44.0,,0.0,0.0,0.0,-0.761,,-30.0,48.2,18.2,0.0
Jamaal Frankli,LO,23,21,717,19.7,0.626,0.464,0.536,3.4,22.5,13.3,26.3,2.0,0.6,19.3,22.2,,1.5,0.5,2.1,0.139,,3.7,-0.2,3.6,1.7
Tim Frazie,MA,24,41,1458,20.5,0.569,0.241,0.421,6.2,15.2,10.7,41.8,2.4,0.6,19.0,21.7,,3.9,2.2,6.1,0.201,,3.9,1.9,5.8,4.7
William Frisb,FO,33,25,438,10.7,0.496,0.026,0.123,8.0,18.3,13.0,3.6,1.8,2.1,14.3,19.0,,-0.3,0.8,0.6,0.064,,-5.0,1.3,-3.7,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Frank Gaine,OK,24,14,417,19.2,0.574,0.448,0.434,2.9,9.0,6.0,15.1,2.1,0.6,10.0,28.0,,0.9,0.6,1.5,0.167,,3.8,-1.1,2.7,0.8
Langston Gallowa,WE,23,19,699,17.1,0.558,0.424,0.206,3.2,14.7,8.7,10.9,3.7,1.0,9.4,19.3,,0.9,0.9,1.9,0.127,,2.0,1.3,3.3,1.5
Tiny Gallo,DE,24,10,191,9.2,0.461,0.136,0.153,7.3,19.7,13.4,12.9,3.0,1.7,25.0,18.5,,-0.4,0.2,-0.1,-0.028,,-5.2,2.1,-3.1,-0.1
Gideon Gambl,DE,24,21,423,9.9,0.526,0.586,0.046,2.5,11.8,7.1,6.3,1.7,1.7,11.4,17.4,,0.0,0.3,0.3,0.029,,-1.5,-1.0,-2.5,-0.1
Gideon Gambl,TOT,24,22,429,9.7,0.522,0.588,0.046,2.5,11.9,7.1,6.2,1.7,1.7,11.4,17.3,,-0.1,0.3,0.2,0.026,,-1.7,-1.0,-2.7,-0.1
Gideon Gambl,LO,24,1,6,-5.5,0.000,1.000,0.000,0.0,16.5,8.5,0.0,0.0,0.0,0.0,6.6,,0.0,0.0,0.0,-0.152,,-9.8,-4.6,-14.4,0.0
Greg Gant,AU,23,13,118,6.1,0.499,0.667,0.233,2.9,6.2,4.6,1.1,1.2,0.0,10.8,13.3,,0.0,0.1,0.0,0.019,,-2.3,-3.2,-5.5,-0.2
Kiwi Gardne,SA,21,29,313,14.3,0.505,0.294,0.319,3.1,9.3,6.4,26.5,3.6,0.8,18.1,22.3,,0.0,0.6,0.6,0.098,,-1.7,1.2,-0.6,0.2
Diante Garret,TOT,26,44,1444,14.0,0.518,0.369,0.155,2.2,12.2,7.2,18.2,2.0,1.0,12.8,20.0,,0.9,1.4,2.3,0.078,,0.6,0.2,0.9,1.7
Diante Garret,IO,26,30,1108,13.8,0.511,0.359,0.149,2.0,12.0,7.0,17.8,1.9,1.2,11.1,19.2,,0.8,0.9,1.7,0.075,,0.8,0.1,0.9,1.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Diante Garret,GR,26,14,336,14.6,0.538,0.398,0.173,3.0,12.8,8.0,19.4,2.4,0.5,17.3,22.6,,0.1,0.5,0.6,0.084,,0.1,0.6,0.7,0.4
Shane Gibso,ID,25,50,1327,13.7,0.599,0.652,0.126,1.6,9.7,5.6,7.8,1.6,0.8,9.2,18.4,,2.0,0.0,2.0,0.071,,2.0,-2.5,-0.5,0.8
Trey Gilde,TOT,30,20,470,12.5,0.514,0.143,0.299,3.1,18.8,10.7,9.2,1.6,1.8,13.0,18.5,,0.0,0.5,0.5,0.047,,-3.3,0.1,-3.2,-0.2
Trey Gilde,AU,30,2,18,2.3,0.333,0.000,0.000,0.0,5.8,3.0,13.9,0.0,0.0,0.0,7.1,,0.0,0.0,0.0,0.013,,-5.1,-3.0,-8.1,0.0
Trey Gilde,WE,30,18,452,12.9,0.517,0.146,0.305,3.3,19.3,11.0,9.0,1.7,1.9,13.2,19.0,,0.0,0.5,0.5,0.049,,-3.2,0.2,-3.0,-0.2
Marcus Ginyar,WE,27,18,383,13.6,0.567,0.176,0.231,7.2,15.7,11.3,15.1,2.1,0.4,21.7,17.3,,0.1,0.4,0.4,0.054,,-1.4,0.2,-1.2,0.1
Marcus Good,ER,26,1,2,-7.1,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.012,,-5.5,0.4,-5.2,0.0
Archie Goodwi,BA,20,9,298,17.7,0.526,0.280,0.466,6.6,13.4,9.9,10.0,2.4,0.5,11.0,29.8,,0.2,0.4,0.6,0.094,,-0.3,-1.1,-1.4,0.1
Drew Gordo,DE,24,41,1347,16.2,0.582,0.210,0.301,11.5,23.9,17.6,8.1,1.5,1.4,14.7,16.8,,1.8,1.4,3.2,0.113,,0.3,0.9,1.2,1.8
Erick Gree,FO,23,2,72,21.3,0.629,0.379,0.345,0.0,7.8,3.8,14.1,2.8,1.2,8.2,22.2,,0.2,0.1,0.3,0.216,,2.5,-0.1,2.4,0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
JaMychal Gree,AU,24,20,629,27.0,0.636,0.035,0.371,14.8,21.8,18.4,13.7,1.5,3.7,16.6,29.1,,1.9,0.9,2.8,0.212,,3.4,1.1,4.4,1.7
Eric Griffi,TE,24,49,1723,17.3,0.580,0.391,0.410,5.1,14.5,9.9,7.8,1.7,5.5,13.0,22.0,,2.3,1.9,4.2,0.116,,0.9,1.8,2.7,3.3
Taylor Griffi,SA,28,46,1088,13.3,0.536,0.286,0.220,5.3,18.7,12.4,9.3,1.5,1.8,11.9,18.2,,0.7,2.1,2.8,0.124,,-1.7,1.9,0.1,1.0
Jorge Gutierre,CA,26,15,445,17.5,0.517,0.070,0.567,5.1,12.4,8.8,28.7,3.1,1.0,15.9,24.3,,0.4,0.8,1.2,0.132,,0.4,2.3,2.7,0.9
Ferrakohn Hal,IO,24,43,782,9.1,0.490,0.401,0.194,5.3,14.7,10.1,3.5,1.5,1.8,11.6,15.0,,-0.1,0.7,0.6,0.038,,-2.4,-0.5,-2.9,-0.3
Kenny Hal,TOT,24,44,763,12.7,0.596,0.014,0.423,10.0,18.3,14.1,3.9,1.8,2.3,21.7,17.8,,0.1,0.8,1.0,0.060,,-3.4,0.2,-3.2,-0.4
Kenny Hal,SA,24,6,58,17.1,0.538,0.000,0.143,13.1,23.5,18.6,5.0,2.5,1.4,11.8,18.4,,0.0,0.1,0.2,0.154,,-3.0,1.1,-1.8,0.0
Kenny Hal,DE,24,38,705,12.4,0.601,0.016,0.453,9.7,17.9,13.7,3.8,1.7,2.4,22.5,17.7,,0.1,0.7,0.8,0.053,,-3.5,0.1,-3.4,-0.4
Marcus Hal,FO,29,30,443,9.3,0.437,0.393,0.100,0.5,14.3,7.2,26.7,1.3,0.0,16.1,18.5,,-0.4,0.6,0.3,0.027,,-3.5,-0.3,-3.8,-0.3
Marcus Hal,TOT,29,40,787,10.1,0.473,0.374,0.111,0.7,14.3,7.4,21.6,1.5,0.2,16.4,18.4,,-0.4,0.9,0.5,0.030,,-2.6,-0.3,-2.9,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Marcus Hal,IO,29,10,344,11.1,0.520,0.348,0.125,1.0,14.4,7.7,15.0,1.8,0.5,16.9,18.2,,0.0,0.3,0.2,0.034,,-1.4,-0.2,-1.7,0.0
Jordan Hamilto,IO,24,4,88,11.0,0.412,0.270,0.189,5.0,23.2,14.2,16.4,1.7,1.9,14.9,23.5,,-0.2,0.1,0.0,-0.024,,-4.5,0.3,-4.2,-0.1
Jordan Hamilto,TOT,24,31,861,18.8,0.545,0.378,0.279,7.5,19.2,13.0,16.3,1.9,2.2,11.1,23.4,,1.5,0.4,1.9,0.105,,1.8,-0.5,1.2,1.2
Jordan Hamilto,RE,24,27,773,19.6,0.557,0.388,0.288,7.8,18.7,12.9,16.3,1.9,2.2,10.8,23.4,,1.6,0.3,1.9,0.120,,2.5,-0.6,1.8,1.2
Stefhon Hanna,GR,29,9,123,12.9,0.541,0.569,0.157,4.5,8.8,6.7,27.5,3.3,0.0,25.8,26.3,,-0.1,0.2,0.1,0.036,,0.0,-0.3,-0.4,0.1
Stefhon Hanna,TOT,29,22,366,7.2,0.466,0.571,0.090,3.0,6.9,4.9,16.7,2.8,0.0,23.7,19.7,,-0.6,0.2,-0.4,-0.052,,-3.0,-1.6,-4.5,-0.4
Stefhon Hanna,RE,29,13,243,4.3,0.418,0.573,0.049,2.2,5.9,4.0,11.2,2.6,0.0,22.3,16.3,,-0.5,0.0,-0.5,-0.096,,-4.4,-2.2,-6.7,-0.5
Ben Hansbroug,GR,27,7,157,12.6,0.555,0.302,0.395,0.7,9.6,5.2,18.4,3.2,1.0,19.2,17.5,,0.1,0.3,0.3,0.097,,-1.4,1.3,-0.1,0.1
Joseph Harri,SF,27,9,82,9.8,0.699,0.500,0.167,5.7,6.7,6.2,1.6,3.1,0.0,18.9,8.6,,0.1,0.1,0.2,0.089,,0.0,0.4,0.5,0.1
Joe Harri,CA,23,11,347,13.3,0.507,0.519,0.338,5.9,14.2,10.1,18.1,1.5,0.5,15.0,24.0,,0.1,0.5,0.6,0.088,,0.9,0.1,1.0,0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Manny Harri,LO,25,15,564,19.2,0.544,0.190,0.279,4.3,14.6,9.6,19.7,1.7,0.4,12.4,28.6,,0.6,0.2,0.8,0.070,,1.4,-2.2,-0.8,0.3
Ramon Harri,FO,26,50,1218,12.8,0.543,0.692,0.185,2.4,17.4,9.7,9.4,2.1,1.3,10.2,16.7,,0.9,2.2,3.1,0.124,,0.4,1.9,2.3,2.2
Reggie Hear,ID,23,15,274,8.2,0.540,0.609,0.172,1.9,11.1,6.4,6.1,1.2,0.6,13.0,16.7,,0.0,0.0,0.0,0.006,,-1.8,-2.9,-4.7,-0.3
Reggie Hear,TOT,23,30,540,8.3,0.539,0.571,0.255,2.7,12.9,7.5,5.4,1.3,0.8,13.1,15.2,,0.2,0.0,0.2,0.017,,-2.0,-2.5,-4.5,-0.6
Reggie Hear,RE,23,15,266,8.3,0.538,0.527,0.351,3.4,14.8,8.7,4.6,1.4,1.0,13.2,13.6,,0.1,0.0,0.2,0.028,,-2.2,-2.1,-4.3,-0.3
Pierre Henderson-Nile,IO,27,36,475,12.2,0.566,0.000,0.231,9.7,17.9,13.8,2.1,1.6,2.1,14.7,14.5,,0.3,0.5,0.9,0.086,,-2.6,-0.6,-3.2,-0.2
Xavier Henr,LO,23,2,73,18.7,0.629,0.303,0.576,2.9,5.4,4.2,11.9,1.3,1.0,12.7,25.9,,0.2,0.0,0.2,0.135,,1.9,-5.0,-3.1,0.0
Brady Hesli,RE,24,20,618,20.2,0.649,0.718,0.144,2.4,4.0,3.1,4.5,1.5,0.0,3.8,23.4,,2.0,-0.2,1.8,0.140,,6.5,-5.8,0.7,0.7
Chris Hine,IO,25,3,6,-14.6,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,,0.0,0.0,0.0,-0.353,,-11.5,-5.4,-16.9,0.0
Charles Hinkl,ID,26,8,177,13.0,0.575,0.554,0.232,3.6,15.2,9.3,12.0,0.5,1.3,10.2,16.5,,0.3,0.0,0.3,0.068,,0.3,-2.4,-2.1,0.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Charles Hinkl,TOT,26,14,207,11.7,0.559,0.554,0.231,3.6,14.0,8.7,10.9,0.5,1.5,12.3,16.6,,0.2,0.0,0.2,0.042,,-0.6,-2.6,-3.3,-0.1
Charles Hinkl,LO,26,6,30,4.1,0.455,0.556,0.222,3.5,6.6,5.1,4.2,0.0,2.5,23.3,17.1,,-0.1,0.0,-0.1,-0.113,,-6.0,-3.8,-9.9,-0.1
Darington Hobso,SA,27,25,732,13.5,0.499,0.310,0.146,6.2,17.0,11.9,26.4,1.4,1.1,19.3,22.3,,-0.2,1.3,1.1,0.073,,-1.0,2.0,1.0,0.9
Justin Holida,SA,25,1,36,24.6,0.586,0.550,0.250,3.0,13.5,8.6,17.8,1.3,4.6,4.3,27.1,,0.1,0.1,0.2,0.233,,4.7,0.2,4.9,0.1
Kammeon Holse,GR,24,46,740,11.1,0.516,0.018,0.176,12.2,12.8,12.5,6.3,1.2,0.8,17.9,17.3,,0.0,0.9,0.9,0.060,,-2.5,0.3,-2.2,-0.1
Stephen Hol,CA,23,49,1449,14.0,0.558,0.377,0.384,4.3,8.3,6.3,16.5,2.4,0.1,14.7,18.0,,1.9,2.1,4.0,0.133,,1.3,0.9,2.2,2.5
Scotty Hopso,SF,25,43,1381,18.7,0.611,0.268,0.294,3.8,12.3,8.2,16.9,1.6,0.9,14.4,25.3,,2.5,1.2,3.7,0.130,,2.4,-0.4,2.0,2.3
Richard Howel,AU,24,8,187,12.9,0.540,0.033,0.183,7.8,14.6,11.3,6.2,2.1,1.6,15.6,17.4,,0.1,0.2,0.3,0.073,,-2.3,0.1,-2.2,0.0
Josh Huesti,OK,23,44,1457,9.9,0.488,0.618,0.154,3.4,14.5,9.1,4.8,0.9,3.8,9.2,14.6,,0.2,2.2,2.4,0.079,,-1.3,2.4,1.1,1.9
Travis Hyma,LO,27,13,230,12.2,0.505,0.018,0.339,15.2,18.5,16.9,3.9,2.4,7.8,26.3,15.1,,-0.2,0.3,0.1,0.023,,-3.8,3.2,-0.6,0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Travis Hyma,FO,27,31,539,9.0,0.428,0.000,0.406,10.5,18.9,14.5,3.9,1.7,5.9,19.6,12.1,,-0.5,1.2,0.7,0.061,,-5.5,5.2,-0.3,0.4
Travis Hyma,TOT,27,44,769,10.0,0.455,0.006,0.382,11.9,18.8,15.3,3.9,1.9,6.4,22.1,13.0,,-0.7,1.5,0.8,0.049,,-5.0,4.6,-0.4,0.5
Andre Ingra,LO,29,28,716,12.9,0.616,0.609,0.198,2.4,12.9,7.8,5.7,2.4,0.6,7.1,12.5,,1.2,0.3,1.6,0.106,,1.7,-1.0,0.7,0.8
JR Inma,WE,27,7,80,14.7,0.457,0.000,0.393,17.1,18.4,17.7,10.2,0.6,1.0,8.4,19.5,,0.1,0.1,0.1,0.068,,-1.8,-1.9,-3.7,-0.1
Darnell Jackso,WE,29,45,1388,16.0,0.506,0.037,0.348,8.4,19.3,13.6,12.4,1.5,0.9,11.7,25.4,,0.4,1.3,1.7,0.060,,-1.3,-0.6,-1.9,0.1
Joe Jackso,BA,22,37,907,19.5,0.592,0.174,0.452,3.0,12.5,7.6,29.1,2.8,0.6,17.3,23.2,,1.7,1.4,3.1,0.165,,1.4,0.8,2.3,1.6
Justin Jackso,TE,24,38,626,17.5,0.600,0.012,0.497,12.9,15.8,14.4,5.0,2.4,9.2,18.7,16.8,,0.6,1.0,1.6,0.121,,-1.5,4.8,3.3,1.4
Lewis Jackso,TOT,25,31,629,7.8,0.430,0.116,0.200,1.9,14.3,7.9,28.1,1.3,0.2,25.9,15.4,,-0.7,0.0,-0.6,-0.049,,-5.2,-1.6,-6.7,-1.2
Lewis Jackso,ID,25,28,598,8.1,0.426,0.122,0.196,2.0,14.3,8.0,28.8,1.3,0.3,25.5,15.3,,-0.6,0.0,-0.6,-0.048,,-5.0,-1.6,-6.5,-1.1
Lewis Jackso,WE,25,3,31,2.3,0.508,0.000,0.286,0.0,14.6,7.0,14.5,1.6,0.0,33.7,16.7,,-0.1,0.0,-0.1,-0.079,,-8.6,-1.2,-9.7,-0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Bernard Jame,TE,29,2,58,20.4,0.508,0.050,0.300,12.8,23.0,18.0,4.9,0.8,13.8,8.1,17.5,,0.1,0.1,0.2,0.133,,-3.4,5.3,2.0,0.1
Damion Jame,TE,27,29,1042,16.4,0.534,0.289,0.357,5.9,23.0,14.6,12.8,1.4,2.3,12.8,22.5,,0.9,1.2,2.1,0.095,,-0.3,0.9,0.5,1.1
Mike Jame,TE,39,44,1542,14.0,0.539,0.353,0.142,1.3,10.6,6.0,28.7,1.0,0.3,15.5,22.2,,1.5,0.6,2.1,0.066,,0.8,-2.2,-1.4,0.4
Ra'shad Jame,RE,25,46,1321,17.4,0.552,0.365,0.321,4.8,12.0,8.1,16.4,1.4,0.2,11.4,27.3,,1.9,-0.1,1.8,0.064,,1.6,-3.6,-2.0,0.0
Cory Jefferso,MA,24,2,49,21.0,0.691,0.154,0.385,8.7,35.0,21.9,0.0,1.0,9.3,16.5,16.4,,0.1,0.1,0.2,0.199,,-4.9,0.3,-4.6,-0.1
Rahlir Hollis-Jefferso,DE,23,35,584,12.1,0.515,0.208,0.351,6.8,12.1,9.4,13.2,3.3,1.9,19.5,15.9,,-0.1,0.7,0.6,0.048,,-2.1,2.0,-0.1,0.5
John Jenkin,FO,23,5,119,27.7,0.683,0.234,0.250,4.5,13.3,8.8,5.3,1.7,1.4,11.2,29.6,,0.4,0.2,0.6,0.231,,3.3,-1.8,1.4,0.2
John Jenkin,TOT,23,11,312,19.6,0.651,0.350,0.248,2.0,12.6,7.2,8.3,1.6,0.5,13.6,24.3,,0.6,0.2,0.8,0.122,,1.3,-2.6,-1.3,0.1
John Jenkin,ID,23,6,193,14.6,0.624,0.452,0.247,0.6,12.2,6.2,10.2,1.5,0.0,15.6,21.1,,0.2,0.0,0.2,0.055,,0.1,-3.1,-3.0,-0.1
Michael Jenkin,OK,28,14,394,16.6,0.645,0.542,0.351,3.0,13.0,8.1,16.8,2.0,0.0,15.6,18.9,,0.9,0.6,1.5,0.182,,3.2,0.5,3.7,0.9
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Grant Jerret,TOT,21,19,540,16.0,0.566,0.458,0.151,7.2,18.7,12.9,7.7,1.3,2.0,9.2,19.4,,0.8,0.5,1.3,0.117,,1.0,-0.4,0.6,0.6
Grant Jerret,OK,21,10,255,17.9,0.604,0.558,0.159,5.9,16.7,11.4,7.1,1.1,1.3,8.3,21.5,,0.6,0.4,1.0,0.180,,3.0,-0.8,2.2,0.4
Grant Jerret,ID,21,9,285,14.3,0.523,0.343,0.141,8.2,20.5,14.2,8.1,1.5,2.7,10.2,17.5,,0.2,0.1,0.4,0.061,,-0.8,-0.1,-0.9,0.1
Armon Johnso,AU,25,2,38,-0.3,0.127,0.429,0.286,5.9,2.8,4.3,21.6,0.0,0.0,11.3,9.9,,-0.1,0.0,-0.1,-0.068,,-5.7,-3.6,-9.3,-0.1
Chris Johnso,RI,24,17,576,19.2,0.646,0.476,0.400,5.2,11.7,8.4,8.7,2.0,1.8,9.9,19.2,,1.7,0.4,2.1,0.172,,3.8,-0.5,3.3,1.3
Geron Johnso,RI,22,33,422,8.2,0.454,0.376,0.202,5.0,12.4,8.6,14.6,2.1,1.0,18.9,20.8,,-0.5,0.3,-0.3,-0.029,,-3.9,-1.0,-4.9,-0.5
Ivan Johnso,TE,30,7,165,8.9,0.442,0.235,0.221,5.2,14.9,10.1,6.9,2.9,1.5,14.8,21.8,,-0.3,0.2,-0.1,-0.032,,-5.0,-0.1,-5.2,-0.2
Jaron Johnso,RI,22,50,1490,14.7,0.595,0.443,0.310,6.0,8.9,7.4,7.8,1.1,1.5,10.6,18.0,,2.9,0.4,3.3,0.108,,1.9,-1.4,0.5,1.6
Justin Johnso,CA,26,47,942,13.1,0.547,0.122,0.328,2.3,11.0,6.7,21.0,1.1,0.4,17.4,21.2,,0.6,1.1,1.8,0.090,,-1.8,-0.5,-2.3,-0.1
Melvin Johnso,DE,24,21,433,11.9,0.525,0.594,0.174,1.2,10.0,5.5,6.9,1.2,0.7,9.0,23.8,,0.0,0.2,0.2,0.024,,-0.8,-3.7,-4.5,-0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Melvin Johnso,TOT,24,37,703,11.3,0.523,0.639,0.127,2.1,12.6,7.1,6.5,1.2,0.6,9.8,21.7,,0.1,0.2,0.2,0.017,,-0.9,-3.7,-4.6,-0.8
Melvin Johnso,RE,24,16,270,10.3,0.520,0.718,0.043,3.4,16.8,9.7,5.8,1.3,0.5,11.2,18.3,,0.0,0.0,0.0,0.006,,-1.2,-3.6,-4.8,-0.3
Nick Johnso,RI,22,20,677,13.0,0.535,0.317,0.393,2.8,12.9,7.8,20.2,1.6,1.4,19.2,23.5,,0.1,0.4,0.5,0.036,,-1.2,-0.6,-1.8,0.1
Omari Johnso,MA,25,49,1283,20.0,0.563,0.578,0.148,7.8,19.8,13.8,8.5,1.2,2.7,6.9,25.1,,2.5,2.0,4.4,0.166,,3.3,-0.4,2.9,2.6
Orlando Johnso,AU,25,43,1484,15.8,0.590,0.234,0.447,3.8,12.1,8.1,13.6,1.5,0.8,15.5,21.4,,2.2,1.2,3.4,0.109,,1.0,-0.6,0.4,1.5
Tyler Johnso,SF,22,15,517,18.5,0.592,0.233,0.361,4.5,9.5,7.1,18.9,1.4,1.0,10.0,22.3,,1.3,0.4,1.7,0.160,,2.8,-0.7,2.1,0.9
Dahntay Jone,FO,34,19,556,16.5,0.626,0.223,0.560,2.9,10.2,6.4,9.1,1.4,1.3,10.3,19.2,,1.2,0.8,2.0,0.172,,1.0,0.7,1.7,0.9
Jamal Jone,DE,21,46,971,10.2,0.520,0.463,0.225,4.0,10.8,7.3,6.4,1.4,1.6,10.6,16.8,,0.2,0.6,0.8,0.039,,-1.6,-1.0,-2.6,-0.2
Shawn Jone,SF,22,49,1226,22.0,0.600,0.011,0.309,14.8,24.6,19.9,5.2,1.4,3.9,9.5,21.4,,3.2,1.9,5.0,0.197,,0.8,0.8,1.6,1.8
Myck Kabong,TOT,23,18,447,10.7,0.465,0.267,0.565,2.4,15.1,8.6,18.8,2.4,0.0,15.5,18.9,,-0.3,0.7,0.5,0.050,,-2.9,1.5,-1.3,0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Myck Kabong,TE,23,2,34,3.8,0.390,0.273,0.909,3.1,12.1,7.7,23.3,0.0,0.0,16.3,22.3,,-0.1,0.0,-0.1,-0.099,,-6.0,-3.8,-9.8,-0.1
Myck Kabong,FO,23,16,413,11.3,0.472,0.267,0.533,2.3,15.3,8.6,18.5,2.6,0.0,15.4,18.7,,-0.2,0.7,0.5,0.062,,-2.6,2.0,-0.6,0.2
Coby Kar,RE,31,7,253,14.9,0.535,0.582,0.265,4.3,20.0,11.7,29.4,1.3,0.5,18.0,19.4,,0.4,0.0,0.4,0.083,,1.5,-1.6,-0.1,0.2
Ryan Kell,LO,23,1,45,16.3,0.644,0.500,0.667,0.0,8.8,4.6,6.2,0.0,1.7,11.4,23.3,,0.1,0.0,0.1,0.124,,1.0,-5.8,-4.8,-0.1
Maurice Kem,CA,23,21,358,14.8,0.574,0.204,0.265,7.7,9.5,8.6,6.6,2.1,1.7,11.3,18.4,,0.5,0.6,1.0,0.138,,0.1,0.8,0.8,0.4
Sean Kilpatric,DE,25,22,694,15.5,0.612,0.502,0.208,1.5,9.3,5.3,9.2,1.8,0.6,10.5,19.6,,1.1,0.4,1.5,0.102,,1.8,-1.6,0.2,0.6
Sean Kilpatric,TOT,25,44,1230,13.3,0.548,0.475,0.178,1.2,10.7,6.1,10.1,1.7,0.4,10.6,21.4,,0.7,1.2,1.9,0.075,,-0.2,-1.3,-1.5,0.3
Sean Kilpatric,SA,25,22,536,10.5,0.479,0.447,0.146,0.8,12.5,7.0,11.3,1.5,0.2,10.6,23.7,,-0.4,0.8,0.5,0.041,,-2.8,-0.9,-3.7,-0.4
Alex Kir,CA,23,41,1164,15.6,0.528,0.074,0.230,10.4,16.6,13.6,7.2,1.2,3.6,13.5,21.9,,0.6,2.0,2.6,0.109,,-1.7,1.9,0.2,1.1
