GLG_Player,GLG_Tm,GLG_Age,GLG_G,GLG_MP,GLG_PER,GLG_TS%,GLG_3PAr,GLG_FTr,GLG_ORB%,GLG_DRB%,GLG_TRB%,GLG_AST%,GLG_STL%,GLG_BLK%,GLG_TOV%,GLG_USG%,GLG_Ws-dum,GLG_OWS,GLG_DWS,GLG_WS,GLG_WS/48,GLG_Bpm-dum,GLG_OBPM,GLG_DBPM,GLG_BPM,GLG_VORP
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Jordan Downin,WE,26,20,131,7.6,0.463,0.415,0.122,2.6,15.3,9.0,4.3,0.8,0.7,4.4,15.2,,0.0,0.1,0.1,0.042,,-3.8,-2.3,-6.1,-0.2
Milton Doyl,LI,24,25,869,17.1,0.546,0.497,0.171,2.6,14.0,8.3,20.5,2.1,1.6,13.7,28.2,,0.4,1.5,1.8,0.101,,1.6,0.7,2.3,1.6
PJ Dozie,OK,21,30,797,13.0,0.532,0.371,0.230,4.6,16.0,10.4,13.3,2.3,0.9,15.8,19.9,,0.2,1.0,1.2,0.073,,-1.5,0.9,-0.6,0.5
Larry Dre,SF,27,26,832,13.8,0.545,0.492,0.115,1.2,15.2,8.1,33.0,1.8,0.1,20.2,17.0,,0.9,0.6,1.5,0.084,,0.2,-0.9,-0.7,0.5
Duje Duka,WC,26,9,102,7.0,0.519,0.750,0.071,1.1,12.5,7.0,7.9,1.4,0.0,14.8,14.3,,0.0,0.1,0.1,0.030,,-2.3,-1.5,-3.8,-0.1
Michael Duniga,WI,28,9,209,12.1,0.514,0.000,0.571,7.9,17.5,12.8,8.0,1.3,2.2,13.2,18.1,,0.1,0.2,0.3,0.075,,-3.0,-0.1,-3.0,-0.1
Cleanthony Earl,RI,26,8,219,11.4,0.571,0.400,0.143,2.0,11.2,6.6,10.8,0.8,2.7,14.9,15.9,,0.2,0.1,0.2,0.053,,-0.8,-1.0,-1.8,0.0
Cleanthony Earl,TOT,26,27,832,15.1,0.586,0.326,0.181,5.6,13.2,9.7,11.3,1.6,2.6,14.4,17.7,,1.1,0.8,1.9,0.108,,0.8,0.5,1.4,1.2
Cleanthony Earl,SA,26,19,613,16.4,0.590,0.301,0.194,6.9,13.9,10.7,11.5,1.9,2.6,14.2,18.4,,0.9,0.7,1.6,0.128,,1.4,1.1,2.5,1.2
Jarell Eddi,WC,26,10,322,17.6,0.743,0.758,0.384,1.4,12.2,7.0,7.7,0.7,0.3,11.5,17.5,,1.1,0.2,1.3,0.197,,4.7,-2.2,2.5,0.6
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Arthur Edward,CA,25,28,487,13.0,0.540,0.490,0.323,4.1,16.6,10.2,8.7,2.6,2.2,12.8,17.8,,0.3,0.6,0.9,0.085,,-0.6,0.7,0.1,0.4
Shane Edward,DE,30,11,180,11.3,0.572,0.237,0.553,8.3,19.1,13.8,8.0,1.3,2.1,20.3,13.7,,0.1,0.2,0.3,0.082,,-2.2,0.4,-1.8,0.0
Fuquan Edwi,RA,26,16,336,12.6,0.523,0.514,0.239,2.7,11.8,7.2,8.3,3.8,0.9,13.0,18.1,,0.1,0.7,0.8,0.116,,-0.7,2.0,1.3,0.5
Henry Ellenso,GR,21,2,83,19.3,0.602,0.474,0.658,4.0,21.5,12.8,4.2,0.6,1.1,14.0,30.1,,0.1,0.1,0.2,0.134,,-0.5,-4.5,-5.0,-0.1
Wally Ellenso,OK,23,3,7,6.7,0.375,0.750,0.000,15.4,14.8,15.1,0.0,0.0,0.0,0.0,23.8,,0.0,0.0,0.0,-0.014,,-4.3,-10.0,-14.3,0.0
Jawun Evan,AC,,1,28,-1.9,0.182,0.091,0.000,0.0,15.0,7.6,19.7,1.7,0.0,15.4,19.6,,-0.2,0.0,-0.1,-0.239,,-12.2,-0.7,-12.9,-0.1
Jeremy Evan,HA,30,20,594,23.6,0.676,0.195,0.390,13.1,24.3,18.6,6.4,1.7,4.0,13.6,19.2,,1.8,1.0,2.8,0.227,,2.6,1.8,4.4,1.6
C.J. Fai,FO,26,30,719,13.8,0.536,0.266,0.359,4.9,13.2,8.9,8.7,1.4,1.6,10.9,18.9,,0.8,0.5,1.3,0.088,,-0.3,-1.4,-1.7,0.1
Kay Felde,WC,22,3,99,12.0,0.550,0.429,0.286,2.3,9.6,6.1,21.9,1.0,0.0,18.9,25.4,,0.0,0.1,0.1,0.030,,-1.0,-3.0,-4.0,-0.1
Kay Felde,TOT,22,5,150,7.3,0.458,0.400,0.250,3.0,10.8,7.0,25.6,1.3,0.0,23.1,25.1,,-0.3,0.1,-0.2,-0.068,,-4.4,-2.3,-6.6,-0.3
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Kay Felde,GR,22,2,51,-2.0,0.233,0.333,0.167,4.4,13.1,8.8,33.0,2.0,0.0,31.8,24.3,,-0.3,0.1,-0.3,-0.258,,-10.9,-0.8,-11.7,-0.2
Cristiano Felici,WC,25,6,210,22.0,0.622,0.012,0.250,11.8,22.7,17.4,12.7,2.5,5.4,20.5,24.1,,0.3,0.4,0.7,0.155,,-0.2,4.1,3.9,0.5
Javan Feli,OK,23,28,364,12.3,0.573,0.311,0.255,0.9,9.1,5.1,20.8,2.1,0.0,16.9,16.2,,0.4,0.3,0.8,0.099,,-1.8,-1.3,-3.1,-0.2
Terrance Ferguso,OK,,2,60,17.5,0.621,0.500,0.192,5.4,13.8,9.7,8.3,1.6,0.0,12.4,22.3,,0.1,0.1,0.2,0.123,,1.0,-2.5,-1.5,0.0
Chris Flemming,RA,23,4,14,7.9,0.750,1.000,0.000,8.1,8.1,8.1,10.2,0.0,0.0,33.3,9.4,,0.0,0.0,0.0,0.085,,-0.2,-1.5,-1.8,0.0
Bryson Fonvill,TE,23,28,432,6.1,0.438,0.548,0.052,1.8,5.2,3.5,13.7,1.2,0.4,15.1,12.6,,-0.1,0.1,0.0,0.001,,-2.3,-2.2,-4.5,-0.4
Kevin Foste,LK,29,14,137,11.2,0.568,0.614,0.227,6.3,17.5,11.9,2.2,1.1,1.3,12.6,17.8,,0.1,0.2,0.3,0.090,,-1.6,-2.9,-4.5,-0.1
Jerome Frin,WC,24,4,51,6.9,0.450,0.167,0.111,6.6,10.4,8.6,2.8,0.0,1.7,5.0,16.8,,0.0,0.0,0.0,0.023,,-4.8,-2.9,-7.6,-0.1
Billy Garret,WE,23,33,796,11.2,0.529,0.292,0.263,2.0,10.2,6.1,11.5,1.6,0.4,11.6,16.8,,0.5,0.8,1.3,0.079,,-1.5,-0.7,-2.2,-0.1
Michael Gbinij,SA,25,10,228,11.7,0.596,0.636,0.182,1.6,9.4,5.9,8.8,0.8,1.8,11.2,15.2,,0.3,0.1,0.4,0.087,,0.6,-1.6,-1.0,0.1
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Alonzo Ge,SF,30,15,530,14.8,0.596,0.199,0.615,5.9,10.4,8.1,8.5,2.1,0.8,15.3,18.8,,0.7,0.4,1.0,0.094,,-0.2,-0.2,-0.3,0.4
Marcus Georges-Hun,WO,23,1,40,35.2,0.799,0.250,0.750,5.6,5.4,5.5,0.0,3.7,2.1,4.5,24.6,,0.3,0.0,0.4,0.421,,7.4,-3.5,3.9,0.1
Xavier Gibso,LK,29,22,369,26.0,0.620,0.123,0.700,10.8,23.0,16.9,10.5,2.4,6.9,12.4,23.1,,1.1,0.8,1.9,0.250,,1.5,3.5,4.9,1.1
L.G. Gil,SW,23,29,623,13.5,0.644,0.007,0.431,9.0,14.2,11.5,3.4,0.6,2.0,13.3,12.8,,1.2,0.4,1.6,0.127,,-1.2,-0.2,-1.4,0.2
John Gillo,TE,23,5,47,12.0,0.537,0.733,0.267,4.2,6.9,5.5,18.5,1.9,0.0,19.3,17.3,,0.0,0.0,0.1,0.063,,0.6,-2.9,-2.3,0.0
John Gillo,HA,23,11,118,4.8,0.500,0.457,0.457,0.9,8.3,4.5,14.4,0.4,0.0,23.6,19.6,,-0.2,0.1,-0.1,-0.047,,-5.4,-3.3,-8.7,-0.3
John Gillo,TOT,23,16,165,6.8,0.510,0.540,0.400,1.8,7.9,4.8,15.5,0.8,0.0,22.4,18.9,,-0.1,0.1,-0.1,-0.016,,-3.7,-3.2,-6.9,-0.3
Archie Goodwi,NA,23,5,148,18.2,0.627,0.157,0.569,4.9,14.2,9.5,15.2,1.9,3.4,20.1,21.8,,0.2,0.1,0.4,0.114,,-0.6,0.7,0.0,0.1
Archie Goodwi,TOT,23,12,338,16.7,0.563,0.140,0.594,3.4,14.7,8.9,14.8,2.3,1.7,17.8,27.1,,0.1,0.3,0.5,0.064,,-2.2,-0.4,-2.6,-0.1
Archie Goodwi,SW,23,7,190,15.5,0.527,0.130,0.609,2.2,15.1,8.5,14.4,2.5,0.5,16.5,31.3,,-0.1,0.2,0.1,0.025,,-3.5,-1.2,-4.6,-0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Torian Graha,SL,24,25,378,10.9,0.457,0.570,0.075,3.8,12.6,7.9,4.7,2.2,0.2,8.5,29.2,,-0.7,0.2,-0.4,-0.054,,-2.9,-4.6,-7.5,-0.9
Josh Gra,NA,24,28,884,18.5,0.542,0.379,0.218,3.5,10.2,6.8,28.3,3.3,0.2,15.0,23.8,,1.5,0.8,2.3,0.124,,2.2,-0.5,1.7,1.4
Kendall Gra,LI,25,25,317,16.6,0.613,0.181,0.583,14.5,21.4,17.9,5.4,0.9,8.2,19.6,15.0,,0.4,0.7,1.1,0.165,,-2.5,4.2,1.7,0.5
Brannen Green,SL,23,5,102,11.2,0.551,0.533,0.200,3.0,14.8,8.6,13.3,1.4,2.6,17.7,16.6,,0.0,0.1,0.1,0.050,,-2.2,-0.1,-2.3,0.0
Jordan Gree,AU,24,17,225,6.5,0.468,0.283,0.739,3.6,6.3,5.0,8.9,2.4,0.4,19.7,14.8,,-0.1,0.3,0.1,0.026,,-3.7,0.1,-3.5,-0.1
Eric Griffi,SL,27,19,600,15.0,0.595,0.389,0.415,4.0,14.7,9.0,3.9,1.1,4.7,17.3,23.9,,0.3,0.4,0.7,0.057,,-1.8,-0.4,-2.2,-0.1
Josh Hagin,RE,,21,319,16.9,0.588,0.400,0.130,1.9,15.7,8.7,21.1,2.6,0.6,11.0,17.4,,0.7,0.4,1.1,0.168,,2.3,1.2,3.4,0.7
Alex Hamilto,SA,24,25,816,14.1,0.541,0.202,0.277,3.9,10.4,7.5,22.2,2.6,1.2,20.1,17.7,,0.6,0.9,1.5,0.086,,-0.3,0.9,0.6,0.9
Daniel Hamilto,OK,22,28,916,16.2,0.533,0.434,0.363,5.4,23.9,14.8,36.1,1.8,0.6,26.0,25.3,,0.1,1.3,1.4,0.073,,-0.3,1.9,1.6,1.4
Isaac Hamilto,CA,23,24,395,9.0,0.494,0.396,0.168,4.0,10.5,7.2,6.8,1.6,1.3,14.9,20.3,,-0.3,0.2,-0.1,-0.010,,-3.1,-1.6,-4.7,-0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
A.J. Hammon,SF,25,21,412,17.9,0.569,0.076,0.139,9.8,20.0,14.8,7.9,1.1,8.0,11.6,17.3,,0.6,0.5,1.1,0.132,,-1.8,3.3,1.5,0.6
Olivier Hanla,AU,24,26,811,15.4,0.580,0.327,0.237,2.5,8.7,5.7,13.9,1.1,0.1,12.4,21.8,,1.4,0.7,2.1,0.127,,1.2,-1.7,-0.5,0.5
Dusty Hannah,ME,24,27,455,12.3,0.572,0.519,0.216,1.9,7.5,4.7,7.9,1.4,0.3,10.1,17.9,,0.7,0.0,0.7,0.074,,0.7,-3.3,-2.6,-0.1
Josh Har,SB,,2,64,16.7,0.493,0.485,0.242,3.4,14.6,9.2,9.4,2.2,1.3,2.7,24.5,,0.0,0.1,0.1,0.079,,0.2,-1.8,-1.6,0.0
Kevin Hard,RI,24,18,182,12.0,0.463,0.120,0.280,7.7,8.8,8.3,20.4,4.0,1.9,29.9,8.8,,0.1,0.2,0.3,0.078,,-0.8,2.3,1.5,0.3
Aaron Harriso,RE,23,25,645,19.5,0.596,0.517,0.447,1.6,15.0,8.2,10.1,1.9,0.7,8.1,24.8,,1.8,0.8,2.5,0.190,,3.8,-0.8,3.0,1.4
Eron Harri,WI,,6,51,-0.4,0.435,0.500,0.600,4.3,6.1,5.3,4.9,0.9,0.0,28.3,14.4,,-0.1,0.0,-0.1,-0.087,,-5.9,-2.5,-8.4,-0.1
Shaquille Harriso,NA,24,28,763,14.7,0.550,0.331,0.245,4.5,11.8,8.1,12.9,3.2,1.1,13.1,17.4,,0.9,0.8,1.6,0.103,,0.4,0.9,1.2,1.0
Tyler Harri,WC,24,18,519,16.2,0.533,0.041,0.203,8.7,19.2,14.1,12.5,1.4,2.5,11.0,22.6,,0.5,0.7,1.2,0.111,,-1.1,1.1,0.0,0.4
Isaiah Hartenstei,RI,19,27,504,19.3,0.627,0.130,0.537,16.1,21.0,18.5,8.0,1.2,4.6,17.0,19.1,,1.3,0.4,1.7,0.165,,1.6,0.6,2.2,0.9
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Nigel Haye,WE,23,30,1052,14.4,0.570,0.400,0.170,3.6,17.5,10.6,8.4,1.9,0.6,11.9,18.7,,1.1,1.3,2.4,0.110,,0.4,0.3,0.7,1.2
Tucker Haymon,AU,23,19,136,11.7,0.514,0.317,0.317,0.0,10.4,5.3,10.6,2.9,0.6,6.0,16.0,,0.2,0.2,0.3,0.123,,-1.6,-0.1,-1.8,0.0
Reggie Hear,GR,26,1,33,12.1,0.500,0.692,0.000,3.4,23.7,13.5,4.9,0.0,0.0,0.0,17.3,,0.0,0.0,0.1,0.092,,-1.1,-3.9,-5.0,0.0
Reggie Hear,TOT,26,15,463,12.8,0.554,0.530,0.180,1.6,15.0,8.2,6.5,1.0,0.4,7.1,18.7,,0.6,0.4,1.0,0.101,,0.8,-1.0,-0.2,0.4
Reggie Hear,RE,26,14,430,12.8,0.558,0.518,0.194,1.4,14.3,7.8,6.6,1.1,0.4,7.5,18.8,,0.5,0.4,0.9,0.102,,0.9,-0.7,0.2,0.4
Terry Henderso,SW,23,27,772,12.9,0.564,0.634,0.256,2.2,13.4,7.6,11.6,1.8,1.1,13.2,17.9,,0.6,0.7,1.3,0.081,,0.7,-0.1,0.6,0.8
Jordan Henrique,WE,28,24,176,13.2,0.462,0.017,0.350,18.6,19.0,18.8,4.2,1.1,6.3,17.8,21.2,,-0.1,0.3,0.2,0.047,,-5.2,0.8,-4.4,-0.2
Myke Henr,OK,25,27,779,18.3,0.629,0.405,0.333,3.0,15.8,9.6,11.7,3.0,1.8,15.3,21.3,,1.3,1.2,2.5,0.153,,1.3,1.6,2.9,1.6
Myke Henr,ME,25,2,56,18.1,0.590,0.667,0.121,1.9,13.4,7.7,8.3,2.5,1.4,16.8,30.7,,0.0,0.0,0.1,0.049,,1.2,-3.7,-2.5,0.0
Myke Henr,TOT,25,29,835,18.3,0.625,0.431,0.312,3.0,15.7,9.4,11.5,3.0,1.7,15.5,21.9,,1.3,1.2,2.5,0.146,,1.3,1.2,2.5,1.6
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
LaDontae Hento,AC,26,30,999,13.0,0.518,0.432,0.261,3.1,12.0,7.6,7.6,1.5,1.1,9.2,21.5,,0.6,0.7,1.3,0.064,,-0.4,-0.8,-1.1,0.4
Robert Heye,SB,25,17,301,8.7,0.682,0.644,0.133,4.0,14.8,9.6,4.5,1.1,0.3,17.3,8.0,,0.3,0.2,0.5,0.079,,-0.1,0.0,-0.1,0.2
Isaiah Hick,WE,23,30,877,21.1,0.624,0.013,0.368,10.8,20.5,15.6,7.9,1.4,5.6,15.5,21.8,,1.9,1.5,3.4,0.188,,0.2,2.5,2.7,1.7
Stephan Hick,FO,25,30,908,17.5,0.623,0.397,0.467,7.3,13.7,10.4,7.9,2.0,1.2,8.6,15.7,,2.6,0.7,3.3,0.175,,3.8,-0.4,3.3,2.0
Darrun Hilliar,AU,24,27,790,22.1,0.590,0.338,0.315,2.2,16.3,9.5,24.5,1.7,0.8,16.0,32.4,,1.6,1.1,2.6,0.160,,3.2,-0.5,2.7,1.5
Demarcus Hollan,SB,23,28,669,10.6,0.577,0.297,0.171,5.4,12.3,9.0,9.1,1.7,0.2,16.7,12.7,,0.6,0.4,1.0,0.070,,-0.3,0.5,0.3,0.6
John Hollan,CA,29,15,469,15.9,0.552,0.491,0.284,2.3,11.0,6.5,12.9,2.3,0.2,11.5,25.2,,0.4,0.3,0.8,0.080,,1.9,-2.0,-0.1,0.4
Ishmael Holli,SF,25,3,18,14.3,0.400,0.800,0.000,5.6,29.3,17.2,16.5,2.6,0.0,0.0,22.9,,0.0,0.0,0.0,0.060,,0.2,-1.5,-1.3,0.0
Tra-Deon Hollin,FO,22,26,351,12.7,0.433,0.340,0.226,4.7,12.5,8.5,33.7,5.1,1.2,28.3,19.5,,-0.4,0.6,0.1,0.016,,-2.1,1.4,-0.6,0.2
Jeremy Hollowel,HA,23,31,658,12.8,0.522,0.341,0.214,7.7,13.8,10.7,9.9,1.2,2.3,13.8,20.4,,0.2,0.7,0.9,0.064,,-1.4,-0.1,-1.4,0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Avry Holme,SA,23,24,455,9.6,0.570,0.508,0.131,2.1,9.0,5.9,9.0,0.6,0.2,11.6,13.9,,0.4,0.2,0.6,0.063,,-0.4,-2.3,-2.7,-0.1
Jonathan Holme,MA,25,11,273,9.8,0.498,0.639,0.264,5.6,26.9,16.2,6.1,1.9,3.0,19.1,15.4,,-0.1,0.4,0.3,0.045,,-3.2,1.7,-1.5,0.1
Michael Holyfiel,SB,25,11,94,13.1,0.531,0.034,0.828,21.1,27.6,24.5,0.0,0.5,3.5,21.8,22.5,,0.0,0.1,0.1,0.065,,-6.9,-5.7,-12.6,-0.4
Max Hoope,WE,22,1,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.007,,-5.4,0.1,-5.2,0.0
Jon Horfor,GR,26,18,329,10.9,0.524,0.261,0.413,7.8,30.2,19.0,10.3,1.7,2.7,24.9,9.6,,0.1,0.6,0.7,0.097,,-3.1,3.6,0.5,0.3
Je'lon Hornbea,FO,23,18,170,5.0,0.418,0.708,0.333,3.9,8.4,6.0,5.3,2.3,0.0,11.3,15.4,,-0.1,0.1,0.0,-0.003,,-2.2,-2.5,-4.7,-0.2
Keith Hornsb,TE,26,12,299,13.4,0.575,0.415,0.151,2.3,8.3,5.2,6.5,1.8,0.0,8.1,16.2,,0.5,0.1,0.6,0.101,,1.0,-2.0,-1.0,0.1
Danuel Hous,RI,24,15,470,17.0,0.603,0.574,0.362,4.1,17.5,10.9,10.3,1.5,1.5,13.8,21.4,,0.9,0.2,1.2,0.122,,2.3,-1.3,1.0,0.5
Danuel Hous,NA,24,3,93,27.9,0.674,0.569,0.275,2.2,11.3,6.7,11.1,3.5,0.0,6.5,26.6,,0.4,0.1,0.5,0.258,,7.1,-2.8,4.3,0.2
Danuel Hous,TOT,24,18,563,18.8,0.618,0.573,0.343,3.8,16.5,10.2,10.4,1.8,1.2,12.4,22.3,,1.4,0.3,1.7,0.144,,3.1,-1.6,1.5,0.8
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Cole Huf,SW,23,18,257,10.6,0.543,0.746,0.408,4.1,12.9,8.3,3.4,1.7,0.3,4.6,14.5,,0.4,0.2,0.6,0.107,,-0.1,-1.8,-1.9,0.0
R.J. Hunte,RI,24,27,819,18.6,0.594,0.690,0.282,1.5,9.5,5.5,13.4,2.7,0.8,10.3,23.9,,2.1,0.5,2.5,0.148,,4.5,-2.2,2.4,1.5
Vincent Hunte,ME,23,13,366,19.2,0.542,0.143,0.460,10.6,22.2,16.4,11.1,1.7,3.6,15.7,25.8,,0.4,0.3,0.7,0.087,,-0.7,0.3,-0.3,0.3
Prince Ibe,LI,23,23,298,10.4,0.495,0.000,0.453,10.2,17.4,13.8,3.0,1.6,10.6,24.6,14.4,,-0.4,0.7,0.4,0.058,,-7.2,6.3,-0.9,0.1
Andre Ingra,SB,32,25,515,9.4,0.584,0.667,0.142,1.5,11.1,6.4,6.4,1.3,0.5,9.3,11.4,,0.5,0.3,0.8,0.075,,0.2,-0.4,-0.2,0.4
Ike Iroegb,AC,22,30,650,13.8,0.485,0.227,0.429,4.1,13.2,8.7,26.2,1.4,0.1,15.8,25.9,,-0.1,0.4,0.3,0.022,,-1.6,-1.1,-2.7,-0.2
Kuran Iverso,RA,22,23,256,11.6,0.517,0.250,0.250,6.2,14.1,10.2,9.7,1.0,2.3,12.7,14.8,,0.1,0.4,0.5,0.095,,-2.3,1.1,-1.2,0.1
Wes Iwund,LK,23,9,318,12.0,0.480,0.132,0.405,6.1,19.9,13.0,9.0,1.7,0.8,15.4,23.3,,-0.3,0.4,0.1,0.022,,-4.3,-0.3,-4.6,-0.3
Kadeem Jac,SF,25,25,529,17.2,0.601,0.012,0.466,10.1,22.3,16.1,4.6,2.0,4.3,16.4,18.1,,0.6,0.7,1.3,0.121,,-2.5,1.5,-1.0,0.2
Demetrius Jackso,DE,23,1,24,19.8,0.621,0.167,0.167,0.0,4.4,2.2,33.3,0.0,0.0,13.4,25.8,,0.1,0.0,0.1,0.108,,1.0,-7.5,-6.5,0.0
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Demetrius Jackso,TOT,23,17,518,17.1,0.604,0.328,0.333,2.9,9.7,6.3,19.0,1.7,0.8,13.9,20.0,,1.3,0.1,1.4,0.130,,2.2,-1.8,0.4,0.5
Demetrius Jackso,RI,23,16,494,17.0,0.603,0.339,0.344,3.1,9.9,6.5,18.3,1.8,0.9,13.9,19.7,,1.2,0.2,1.3,0.131,,2.3,-1.5,0.7,0.5
Justin Jackso,RE,,6,205,14.3,0.527,0.298,0.181,1.0,18.1,9.4,9.4,1.8,0.4,11.4,22.7,,0.1,0.2,0.3,0.070,,-1.5,-0.1,-1.6,0.0
Julian Jacob,DE,23,18,324,6.2,0.468,0.242,0.227,3.6,9.7,6.7,18.6,2.9,0.9,34.4,14.2,,-0.5,0.3,-0.2,-0.035,,-4.8,0.8,-4.0,-0.3
Dominic Jame,SW,31,11,108,7.4,0.405,0.200,0.067,1.9,10.2,6.0,26.2,2.2,0.0,20.6,15.3,,-0.1,0.1,0.0,-0.021,,-5.2,-1.1,-6.3,-0.2
Livio Jean-Charle,AU,24,30,589,18.8,0.585,0.040,0.213,13.3,15.3,14.3,6.4,1.4,2.0,14.0,21.2,,1.1,0.8,1.9,0.153,,0.1,-0.2,-0.1,0.5
Amile Jefferso,WO,24,26,891,24.3,0.654,0.020,0.435,11.1,29.7,20.6,10.5,1.8,1.7,13.4,20.3,,2.9,1.3,4.1,0.221,,2.3,1.8,4.1,2.2
Rahlir Hollis-Jefferso,NA,26,27,651,15.1,0.551,0.292,0.368,9.1,14.8,11.9,7.1,2.9,4.6,16.4,14.8,,0.6,0.8,1.5,0.110,,-0.6,3.1,2.5,1.2
Kris Jenkin,SF,24,6,83,4.4,0.459,0.938,0.125,0.0,16.5,8.1,8.2,0.6,0.0,17.2,20.2,,-0.2,0.0,-0.1,-0.073,,-4.3,-3.7,-8.1,-0.2
Brice Johnso,AC,23,21,563,12.8,0.509,0.203,0.182,5.2,28.9,17.2,8.1,1.2,3.3,18.1,22.8,,-0.6,0.8,0.2,0.016,,-4.9,1.4,-3.5,-0.4
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
Dakari Johnso,OK,22,3,92,18.5,0.574,0.000,0.300,15.3,15.8,15.5,10.2,0.5,3.2,20.9,32.4,,0.0,0.1,0.1,0.027,,-3.7,-1.4,-5.1,-0.1
Darin Johnso,DE,23,27,488,7.0,0.491,0.245,0.422,3.3,7.9,5.6,6.1,1.2,0.6,15.5,17.6,,-0.3,0.2,-0.1,-0.010,,-4.2,-2.1,-6.2,-0.9
Geron Johnso,SF,25,2,25,22.8,0.709,0.000,0.222,4.0,8.4,6.2,13.4,5.6,0.0,9.2,17.9,,0.1,0.0,0.1,0.245,,2.8,1.0,3.8,0.1
Jaylen Johnso,WC,21,28,867,16.1,0.564,0.291,0.260,9.1,19.7,14.5,14.5,1.3,2.5,15.6,19.2,,1.1,1.2,2.2,0.124,,0.8,1.8,2.6,1.6
Nick Johnso,AU,25,29,894,9.5,0.474,0.441,0.244,2.4,10.7,6.7,15.0,2.1,0.5,14.9,19.0,,-0.1,1.1,1.0,0.053,,-1.5,0.3,-1.2,0.3
Omari Johnso,ME,28,24,623,15.1,0.549,0.511,0.116,6.2,18.2,12.2,8.4,1.0,1.5,10.2,20.7,,0.9,0.2,1.1,0.084,,1.3,-2.0,-0.7,0.3
Xavier Johnso,TE,24,20,357,11.3,0.484,0.247,0.226,8.0,16.5,12.1,6.5,2.4,1.2,11.3,12.7,,0.2,0.4,0.6,0.079,,-1.1,0.8,-0.3,0.3
Peter Jo,NA,23,13,166,8.6,0.552,0.854,0.042,1.9,15.2,8.5,3.2,0.6,0.0,7.6,12.9,,0.1,0.1,0.2,0.051,,-1.2,-3.3,-4.5,-0.2
Damian Jone,SA,22,30,915,21.4,0.700,0.011,0.413,8.9,18.9,14.4,10.2,0.5,5.8,16.3,18.8,,2.6,1.2,3.8,0.198,,2.0,2.2,4.2,2.4
DeQuan Jone,FO,27,30,851,14.8,0.572,0.248,0.325,2.7,14.8,8.5,8.4,2.2,1.3,15.6,21.7,,0.6,0.8,1.4,0.078,,-0.6,-0.9,-1.5,0.2
Player,Tm,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Ws-dum,OWS,DWS,WS,WS/48,Bpm-dum,OBPM,DBPM,BPM,VORP
